"Item_Name","Item_Description","Food_Category","Calories","Total_Fat","Saturated_Fat","Trans_Fat","Cholesterol","Sodium","Potassium","Carbohydrates","Protein","Sugar","Dietary_Fiber","Calories_100g","Total_Fat_100g","Saturated_Fat_100g","Trans_Fat_100g","Cholesterol_100g","Sodium_100g","Potassium_100g","Carbohydrates_100g","Protein_100g","Sugar_100g","Dietary_Fiber_100g"
"Wombo Combo on Pan Crust, Small","Wombo Combo on Pan Crust w/ Primo Pepperoni, Italian Sausage, Linguica, Bacon, Mushrooms, Tomatoes, Artichoke Hearts & Green Onions, Specialty Pizza, Small, 1 Slice","Pizza",340,14,6,0,40,860,NA,38,15,3,2,256,11,5,0,30,647,NA,29,11,2,2
"Wombo Combo on Pan Crust, Large","Wombo Combo on Pan Crust w/ Primo Pepperoni, Italian Sausage, Linguica, Bacon, Mushrooms, Tomatoes, Artichoke Hearts & Green Onions, Specialty Pizza, Large, 1 Slice","Pizza",360,15,7,0,40,970,NA,40,16,3,3,248,10,5,0,28,669,NA,28,11,2,2
"Wombo Combo on Pan Crust, Extra Large","Wombo Combo on Pan Crust w/ Primo Pepperoni, Italian Sausage, Linguica, Bacon, Mushrooms, Tomatoes, Artichoke Hearts & Green Onions, Specialty Pizza, Extra Large, Participation May Vary By Store, 1 Slice","Pizza",370,15,7,0,40,980,NA,40,16,3,3,252,10,5,0,27,667,NA,27,11,2,2
"Triple Play Pepperoni on Skinny Crust, Personal","Triple Play Pepperoni on Skinny Crust, Specialty Pizza, Personal, 1 Slice","Pizza",130,7,3.5,0,20,350,NA,11,7,1,NA,271,15,7,0,42,729,NA,23,15,2,NA
"Triple Play Pepperoni on Skinny Crust, Small","Triple Play Pepperoni on Skinny Crust, Specialty Pizza, Small, 1 Slice","Pizza",200,11,5,0,35,570,NA,15,10,1,NA,278,15,7,0,49,792,NA,21,14,1,NA
"Triple Play Pepperoni on Skinny Crust, Medium","Triple Play Pepperoni on Skinny Crust, Specialty Pizza, Medium, 1 Slice","Pizza",240,13,6,0,40,670,NA,19,12,2,1,279,15,7,0,47,779,NA,22,14,2,1
"Triple Play Pepperoni on Skinny Crust, Large","Triple Play Pepperoni on Skinny Crust, Specialty Pizza, Large, 1 Slice","Pizza",220,12,6,0,35,600,NA,17,11,2,1,282,15,8,0,45,769,NA,22,14,3,1
"Triple Play Pepperoni on Original Crust, Personal","Triple Play Pepperoni on Original Crust, Specialty Pizza, Personal, 1 Slice","Pizza",150,7,3.5,0,20,400,NA,15,7,1,NA,268,13,6,0,36,714,NA,27,13,2,NA
"Triple Play Pepperoni on Original Crust, Small","Triple Play Pepperoni on Original Crust, Specialty Pizza, Small, 1 Slice","Pizza",230,12,5,0,35,640,NA,22,11,2,1,274,14,6,0,42,762,NA,26,13,2,1
"Triple Play Pepperoni on Original Crust, Medium","Triple Play Pepperoni on Original Crust, Specialty Pizza, Medium, 1 Slice","Pizza",280,13,6,0,40,750,NA,26,13,2,1,280,13,6,0,40,750,NA,26,13,2,1
"Triple Play Pepperoni on Original Crust, Large","Triple Play Pepperoni on Original Crust, Specialty Pizza, Large, 1 Slice","Pizza",250,12,6,0,35,680,NA,24,12,2,1,275,13,7,0,38,747,NA,26,13,2,1
"Triple Play Pepperoni on Original Crust, Extra Large","Triple Play Pepperoni on Original Crust, Specialty Pizza, Extra Large, Participation May Vary By Store, 1 Slice","Pizza",240,12,6,0,35,660,NA,23,12,2,1,267,13,7,0,39,733,NA,26,13,2,1
"Triple Play Pepperoni on Pan Crust, Personal","Triple Play Pepperoni on Pan Crust, Specialty Pizza, Personal, 1 Slice","Pizza",210,8,3.5,0,20,530,NA,26,9,1,1,273,10,5,0,26,688,NA,34,12,1,1
"Triple Play Pepperoni on Pan Crust, Small","Triple Play Pepperoni on Pan Crust, Specialty Pizza, Small, 1 Slice","Pizza",320,14,7,0,40,840,NA,35,15,2,1,278,12,6,0,35,730,NA,30,13,2,1
"Triple Play Pepperoni on Pan Crust, Medium","Triple Play Pepperoni on Pan Crust, Specialty Pizza, Medium, 1 Slice","Pizza",360,16,7,0,45,950,NA,39,17,2,1,277,12,5,0,35,731,NA,30,13,2,1
"Triple Play Pepperoni on Pan Crust, Large","Triple Play Pepperoni on Pan Crust, Specialty Pizza, Large, 1 Slice","Pizza",330,14,7,0,40,870,NA,36,15,2,1,275,12,6,0,33,725,NA,30,13,2,1
"Triple Play Pepperoni on Pan Crust, Extra Large","Triple Play Pepperoni on Pan Crust, Pizzas, Extra Large, Participation May Vary By Store, 1 Slice","Pizza",330,14,7,0,40,870,NA,37,15,2,1,270,11,6,0,33,713,NA,30,12,2,1
"Pepperoni on Skinny Crust, Large","Pepperoni on Skinny Crust, Large, Pizzas","Pizza",210,11,5,0,30,550,NA,18,10,2,1,276,14,7,0,39,724,NA,24,13,3,1
"Pepperoni on Original Crust, Large","Pepperoni on Original Crust, Large, Pizzas","Pizza",240,11,5,0,30,630,NA,24,11,2,1,270,12,6,0,34,708,NA,27,12,2,1
"Pepperoni on Pan Crust, Large","Pepperoni on Pan Crust, Large, Pizzas","Pizza",320,13,6,0,35,790,NA,38,14,2,2,276,11,5,0,30,681,NA,33,12,2,2
"Pepperoni Artisan, Individual","Pepperoni Artisan, Flatbreads, Artisan Flatbread, Individual","Pizza",150,8,2.5,0,20,390,NA,14,7,1,1,259,14,4,0,34,672,NA,24,12,2,2
"Pepperoni Artisan, Full Size","Pepperoni Artisan, Flatbreads, Artisan Flatbread, Full Size","Pizza",150,8,2.5,0,20,390,NA,14,7,1,1,259,14,4,0,34,672,NA,24,12,2,2
"Roasted Veggies & Chicken, Individual","Roasted Veggies & Chicken, Flatbreads, Artisan Flatbread, Individual","Pizza",150,7,2,0,15,360,NA,14,7,1,1,238,11,3,0,24,571,NA,22,11,2,2
"Roasted Veggies & Chicken, Full Size","Roasted Veggies & Chicken, Flatbreads, Artisan Flatbread, Full Size","Pizza",150,7,2,0,15,360,NA,14,7,1,1,238,11,3,0,24,571,NA,22,11,2,2
"Roasted Veggies & Mozzarella, Individual","Roasted Veggies & Mozzarella, Flatbreads, Artisan Flatbread, Individual","Pizza",140,7,3,0,15,300,NA,14,6,1,1,233,12,5,0,25,500,NA,23,10,2,2
"Roasted Veggies & Mozzarella, Full Size","Roasted Veggies & Mozzarella, Flatbreads, Artisan Flatbread, Full Size","Pizza",140,7,3,0,15,300,NA,14,6,1,1,233,12,5,0,25,500,NA,23,10,2,2
"Tomato Pesto, Individual","Tomato Pesto, Flatbreads, Artisan Flatbread, Individual","Pizza",130,6,2.5,0,10,280,NA,13,5,1,1,232,11,4,0,18,500,NA,23,9,2,2
"Tomato Pesto, Full Size","Tomato Pesto, Flatbreads, Artisan Flatbread, Full Size","Pizza",130,6,2.5,0,10,280,NA,13,5,1,1,236,11,5,0,18,509,NA,24,9,2,2
"Maui Zaui Pepperoni on Pan Crust w/ Polynesian Sauce, Small","Maui Zaui Pepperoni on Pan Crust w/ Polynesian Sauce, Specialty Pizza, Small","Pizza",350,15,6,0,35,920,NA,39,15,6,2,263,11,5,0,26,692,NA,29,11,5,2
"Maui Zaui Pepperoni on Original Crust w/ Polynesian Sauce, Medium","Maui Zaui Pepperoni on Original Crust w/ Polynesian Sauce, Specialty Pizza, Medium, 1 Slice","Pizza",300,14,5,0,35,800,NA,30,13,6,1,254,12,4,0,30,678,NA,25,11,5,1
"Maui Zaui Pepperoni on Skinny Crust w/ Polynesian Sauce, Medium","Maui Zaui Pepperoni on Skinny Crust w/ Polynesian Sauce, Specialty Pizza, Medium","Pizza",270,14,5,0,35,720,NA,23,12,6,1,262,14,5,0,34,699,NA,22,12,6,1
"Maui Zaui Pepperoni on Original Crust w/ Polynesian Sauce, Large","Maui Zaui Pepperoni on Original Crust w/ Polynesian Sauce, Specialty Pizza, Large","Pizza",280,14,6,0,35,750,NA,28,13,5,1,257,13,6,0,32,688,NA,26,12,5,1
"Maui Zaui Pepperoni on Pan Crust w/ Polynesian Sauce, Large","Maui Zaui Pepperoni on Pan Crust w/ Polynesian Sauce, Specialty Pizza, Large","Pizza",360,11,7,0,40,940,NA,41,16,6,2,259,8,5,0,29,676,NA,29,12,4,1
"Maui Zaui Pepperoni on Skinny Crust w/ Polynesian Sauce, Large","Maui Zaui Pepperoni on Skinny Crust w/ Polynesian Sauce, Specialty Pizza, Large","Pizza",250,13,6,0,35,670,NA,21,11,5,1,260,14,6,0,36,698,NA,22,11,5,1
"Maui Zaui Pepperoni on Pan Crust w/ Polynesian Sauce, Medium","Maui Zaui Pepperoni on Pan Crust w/ Polynesian Sauce, Specialty Pizza, Medium","Pizza",400,13,7,0,45,1040,NA,44,17,7,2,261,8,5,0,29,680,NA,29,11,5,1
"Maui Zaui Pepperoni on Original Crust w/ Polynesian Sauce, Small","Maui Zaui Pepperoni on Original Crust w/ Polynesian Sauce, Specialty Pizza, Small","Pizza",260,9,6,0,25,720,NA,26,12,5,1,260,9,6,0,25,720,NA,26,12,5,1
"Maui Zaui Pepperoni on Skinny Crust w/ Polynesian Sauce, Personal","Maui Zaui Pepperoni on Skinny Crust w/ Polynesian Sauce, Specialty Pizza, Personal","Pizza",170,9,3.5,0,25,480,NA,14,8,4,NA,262,14,5,0,38,738,NA,22,12,6,NA
"Maui Zaui Pepperoni on Original Crust w/ Polynesian Sauce, Extra Large","Maui Zaui Pepperoni on Original Crust w/ Polynesian Sauce, Specialty Pizza, Extra Large, Participation May Vary By Store","Pizza",270,13,5,0,35,710,NA,27,12,5,1,255,12,5,0,33,670,NA,25,11,5,1
"Maui Zaui Pepperoni on Pan Crust w/ Polynesian Sauce, Extra Large","Maui Zaui Pepperoni on Pan Crust w/ Polynesian Sauce, Specialty Pizza, Extra Large, Participation May Vary By Store","Pizza",360,11,6,0,40,920,NA,41,16,6,2,257,8,4,0,29,657,NA,29,11,4,1
"Maui Zaui Pepperoni on Original Crust w/ Polynesian Sauce, Personal","Maui Zaui Pepperoni on Original Crust w/ Polynesian Sauce, Specialty Pizza, Personal","Pizza",190,10,3.5,0,25,530,NA,18,9,4,NA,257,14,5,0,34,716,NA,24,12,5,NA
"Maui Zaui Pepperoni on Pan Crust w/ Polynesian Sauce, Personal","Maui Zaui Pepperoni on Pan Crust w/ Polynesian Sauce, Specialty Pizza, Personal","Pizza",250,10,4.5,0,25,660,NA,29,11,4,1,260,10,5,0,26,688,NA,30,11,4,1
"Maui Zaui Pepperoni on Skinny Crust w/ Polynesian Sauce, Small","Maui Zaui Pepperoni on Skinny Crust w/ Polynesian Sauce, Specialty Pizza, Small, 1 Slice","Pizza",230,13,6,0,25,640,NA,19,11,5,1,264,15,7,0,29,736,NA,22,13,6,1
"Maui Zaui Pepperoni on Pan Crust w/ Zesty Red Sauce, Extra Large","Maui Zaui Pepperoni on Pan Crust w/ Zesty Red Sauce, Specialty Pizza, Extra Large, Participation May Vary By Store, 1 Slice","Pizza",350,12,6,0,40,880,NA,39,16,4,2,241,8,4,0,28,607,NA,27,11,3,1
"Maui Zaui Pepperoni on Skinny Crust w/ Zesty Red Sauce, Large","Maui Zaui Pepperoni on Skinny Crust w/ Zesty Red Sauce, Specialty Pizza, Large","Pizza",240,13,6,0,35,630,NA,19,12,4,1,238,13,6,0,35,624,NA,19,12,4,1
"Maui Zaui Pepperoni on Original Crust w/ Zesty Red Sauce, Medium","Maui Zaui Pepperoni on Original Crust w/ Zesty Red Sauce, Specialty Pizza, Medium, 1 Slice","Pizza",290,14,5,0,35,760,NA,28,14,4,1,236,11,4,0,28,618,NA,23,11,3,1
"Maui Zaui Pepperoni on Pan Crust w/ Zesty Red Sauce, Small","Maui Zaui Pepperoni on Pan Crust w/ Zesty Red Sauce, Specialty Pizza, Small","Pizza",340,15,6,0,35,870,NA,37,16,4,2,254,11,4,0,26,649,NA,28,12,3,1
"Maui Zaui Pepperoni on Skinny Crust w/ Zesty Red Sauce, Small","Maui Zaui Pepperoni on Skinny Crust w/ Zesty Red Sauce, Specialty Pizza, Small, 1 Slice","Pizza",230,13,6,0,25,600,NA,17,11,3,1,253,14,7,0,27,659,NA,19,12,3,1
"Maui Zaui Pepperoni on Pan Crust w/ Zesty Red Sauce, Medium","Maui Zaui Pepperoni on Pan Crust w/ Zesty Red Sauce, Specialty Pizza, Medium","Pizza",390,13,7,0,45,980,NA,42,18,5,2,252,8,5,0,29,632,NA,27,12,3,1
"Maui Zaui Pepperoni on Original Crust w/ Zesty Red Sauce, Large","Maui Zaui Pepperoni on Original Crust w/ Zesty Red Sauce, Specialty Pizza, Large","Pizza",280,14,6,0,35,710,NA,26,13,4,1,246,12,5,0,31,623,NA,23,11,4,1
"Maui Zaui Pepperoni on Original Crust w/ Zesty Red Sauce, Small","Maui Zaui Pepperoni on Original Crust w/ Zesty Red Sauce, Specialty Pizza, Small","Pizza",260,10,6,0,25,670,NA,24,12,3,1,250,10,6,0,24,644,NA,23,12,3,1
"Maui Zaui Pepperoni on Original Crust w/ Zesty Red Sauce, Personal","Maui Zaui Pepperoni on Original Crust w/ Zesty Red Sauce, Specialty Pizza, Personal","Pizza",190,10,3.5,0,25,490,NA,17,9,2,NA,253,13,5,0,33,653,NA,23,12,3,NA
"Maui Zaui Pepperoni on Skinny Crust w/ Zesty Red Sauce, Medium","Maui Zaui Pepperoni on Skinny Crust w/ Zesty Red Sauce, Specialty Pizza, Medium","Pizza",260,14,5,0,35,670,NA,21,12,4,1,241,13,5,0,32,620,NA,19,11,4,1
"Maui Zaui Pepperoni on Skinny Crust w/ Zesty Red Sauce, Personal","Maui Zaui Pepperoni on Skinny Crust w/ Zesty Red Sauce, Specialty Pizza, Personal","Pizza",170,9,3.5,0,25,440,NA,13,8,2,NA,254,13,5,0,37,657,NA,19,12,3,NA
"Maui Zaui Pepperoni on Pan Crust w/ Zesty Red Sauce, Large","Maui Zaui Pepperoni on Pan Crust w/ Zesty Red Sauce, Specialty Pizza, Large","Pizza",350,12,7,0,40,890,NA,39,16,4,2,248,9,5,0,28,631,NA,28,11,3,1
"Maui Zaui Pepperoni on Original Crust w/ Zesty Red Sauce, Extra Large","Maui Zaui Pepperoni on Original Crust w/ Zesty Red Sauce, Specialty Pizza, Extra Large, Participation May Vary By Store","Pizza",260,13,5,0,35,670,NA,25,12,4,1,230,12,4,0,31,593,NA,22,11,4,1
"Maui Zaui Pepperoni on Pan Crust w/ Zesty Red Sauce, Personal","Maui Zaui Pepperoni on Pan Crust w/ Zesty Red Sauce, Specialty Pizza, Personal","Pizza",240,10,4.5,0,25,620,NA,28,11,3,1,253,11,5,0,26,653,NA,29,12,3,1
"West Coast Combo on Skinny Crust, Personal","West Coast Combo on Skinny Crust, Specialty Pizza, Personal","Pizza",150,8,3.5,0,25,350,NA,11,7,1,0,263,14,6,0,44,614,NA,19,12,2,0
"West Coast Combo on Pan Crust, Medium","West Coast Combo on Pan Crust, Specialty Pizza, Medium","Pizza",370,16,7,0,45,880,NA,39,17,2,1,259,11,5,0,31,615,NA,27,12,1,1
"West Coast Combo on Skinny Crust, Medium","West Coast Combo on Skinny Crust, Specialty Pizza, Medium","Pizza",250,14,6,0,40,590,NA,18,12,2,1,263,15,6,0,42,621,NA,19,13,2,1
"West Coast Combo on Original Crust, Personal","West Coast Combo on Original Crust, Specialty Pizza, Personal","Pizza",170,8,3.5,0,25,400,NA,15,8,1,1,258,12,5,0,38,606,NA,23,12,2,2
"West Coast Combo on Original Crust, Large","West Coast Combo on Original Crust, Specialty Pizza, Large","Pizza",260,13,6,0,35,630,NA,23,12,2,1,257,13,6,0,35,624,NA,23,12,2,1
"West Coast Combo on Original Crust, Small","West Coast Combo on Original Crust, Specialty Pizza, Small","Pizza",230,11,5,0,30,540,NA,21,11,2,1,258,12,6,0,34,607,NA,24,12,2,1
"West Coast Combo on Original Crust, Extra Large","West Coast Combo on Original Crust, Specialty Pizza, Extra Large, Participation May Vary By Store","Pizza",250,13,6,0,35,610,NA,22,12,2,1,255,13,6,0,36,622,NA,22,12,2,1
"West Coast Combo on Pan Crust, Small","West Coast Combo on Pan Crust, Specialty Pizza, Small","Pizza",320,14,6,0,40,760,NA,34,15,2,1,258,11,5,0,32,613,NA,27,12,2,1
"West Coast Combo on Skinny Crust, Small","West Coast Combo on Skinny Crust, Specialty Pizza, Small","Pizza",190,11,4.5,0,30,460,NA,15,10,1,1,250,14,6,0,39,605,NA,20,13,1,1
"West Coast Combo on Pan Crust, Extra Large","West Coast Combo on Pan Crust, Specialty Pizza, Extra Large, Participation May Vary By Store","Pizza",350,15,7,0,40,820,NA,36,16,2,1,263,11,5,0,30,617,NA,27,12,2,1
"West Coast Combo on Pan Crust, Large","West Coast Combo on Pan Crust, Specialty Pizza, Large","Pizza",340,15,7,0,40,820,NA,36,16,2,1,256,11,5,0,30,617,NA,27,12,2,1
"West Coast Combo on Skinny Crust, Large","West Coast Combo on Skinny Crust, Specialty Pizza, Large","Pizza",230,13,6,0,35,550,NA,16,11,1,1,261,15,7,0,40,625,NA,18,13,1,1
"West Coast Combo on Original Crust, Medium","West Coast Combo on Original Crust, Specialty Pizza, Medium","Pizza",280,14,6,0,40,680,NA,25,13,2,1,255,13,5,0,36,618,NA,23,12,2,1
"West Coast Combo on Pan Crust, Personal","West Coast Combo on Pan Crust, Specialty Pizza, Personal, 1 Slice","Pizza",230,9,4,0,25,540,NA,26,10,2,1,258,10,4,0,28,607,NA,29,11,2,1
"Smokehouse Combo, Chicken on Skinny Crust, Personal, 1 Slice","Smokehouse Combo, Chicken on Skinny Crust, Specialty Pizza, Personal, 1 Slice","Pizza",160,8,3.5,0,30,420,NA,13,9,2,1,222,11,5,0,42,583,NA,18,13,3,1
"Smokehouse Combo, Chicken on Skinny Crust, Small, 1 Slice","Smokehouse Combo, Chicken on Skinny Crust, Specialty Pizza, Small, 1 Slice","Pizza",220,11,5,0,35,550,NA,18,12,2,1,224,11,5,0,36,561,NA,18,12,2,1
"Smokehouse Combo, Chicken on Skinny Crust, Medium, 1 Slice","Smokehouse Combo, Chicken on Skinny Crust, Specialty Pizza, Medium, 1 Slice","Pizza",260,13,6,0,45,650,NA,21,14,3,2,222,11,5,0,38,556,NA,18,12,3,2
"Smokehouse Combo, Chicken on Skinny Crust, Large, 1 Slice","Smokehouse Combo, Chicken on Skinny Crust, Specialty Pizza, Large, 1 Slice","Pizza",240,12,5,0,40,590,NA,19,13,3,1,224,11,5,0,37,551,NA,18,12,3,1
"Smokehouse Combo, Chicken on Original Crust, Personal, 1 Slice","Smokehouse Combo, Chicken on Original Crust, Specialty Pizza, Personal, 1 Slice","Pizza",180,8,3.5,0,30,480,NA,17,9,2,1,225,10,4,0,38,600,NA,21,11,3,1
"Smokehouse Combo, Chicken on Original Crust, Small, 1 Slice","Smokehouse Combo, Chicken on Original Crust, Specialty Pizza, Small, 1 Slice","Pizza",250,11,5,0,35,630,NA,24,13,3,2,100,4,2,0,14,252,NA,10,5,1,1
"Smokehouse Combo, Chicken on Original Crust, Medium, 1 Slice","Smokehouse Combo, Chicken on Original Crust, Specialty Pizza, Medium, 1 Slice","Pizza",300,13,6,0,45,740,NA,29,15,3,2,229,10,5,0,34,565,NA,22,11,2,2
"Smokehouse Combo, Chicken on Original Crust, Large, 1 Slice","Smokehouse Combo, Chicken on Original Crust, Specialty Pizza, Large, 1 Slice","Pizza",270,12,5,0,40,670,NA,26,14,3,2,225,10,4,0,33,558,NA,22,12,3,2
"Smokehouse Combo, Chicken on Original Crust, Extra Large, 1 Slice","Smokehouse Combo, Chicken on Original Crust, Specialty Pizza, Extra Large, Participation May Vary By Store, 1 Slice","Pizza",260,12,5,0,40,640,NA,25,13,3,2,220,10,4,0,34,542,NA,21,11,3,2
"Smokehouse Combo, Chicken on Pan Crust, Personal, 1 Slice","Smokehouse Combo, Chicken on Pan Crust, Specialty Pizza, Personal, 1 Slice","Pizza",240,9,3.5,0,30,600,NA,29,11,3,2,238,9,3,0,30,594,NA,29,11,3,2
"Smokehouse Combo, Chicken on Pan Crust, Small, 1 Slice","Smokehouse Combo, Chicken on Pan Crust, Specialty Pizza, Small, 1 Slice","Pizza",340,13,6,0,45,830,NA,38,16,3,2,239,9,4,0,32,585,NA,27,11,2,1
"Smokehouse Combo, Chicken on Pan Crust, Medium, 1 Slice","Smokehouse Combo, Chicken on Pan Crust, Specialty Pizza, Medium, 1 Slice","Pizza",380,15,7,0,50,920,NA,43,18,4,2,238,9,4,0,31,575,NA,27,11,3,1
"Smokehouse Combo, Chicken on Pan Crust, Large, 1 Slice","Smokehouse Combo, Chicken on Pan Crust, Specialty Pizza, Large, 1 Slice","Pizza",360,14,6,0,45,850,NA,40,17,3,2,243,9,4,0,30,574,NA,27,11,2,1
"Smokehouse Combo, Chicken on Pan Crust, Extra Large, 1 Slice","Smokehouse Combo, Chicken on Pan Crust, Specialty Pizza, Extra Large, Participation May Vary By Store, 1 Slice","Pizza",360,14,6,0,45,850,NA,40,17,3,2,242,9,4,0,30,570,NA,27,11,2,1
"Island Flatbread, Full Size","Island Flatbread, Flatbreads, Full Size","Pizza",140,6,2.5,0,15,380,NA,15,7,2,1,226,10,4,0,24,613,NA,24,11,3,2
"Island Flatbread, Individual","Island Flatbread, Flatbreads, Individual","Pizza",140,6,2.5,0,15,380,NA,15,7,2,1,226,10,4,0,24,613,NA,24,11,3,2
"Cheese Pizza, Original, Extra Large","Cheese Pizza, Original, Extra Large, Pizzas","Pizza",220,9,5,0,30,490,NA,24,10,2,1,250,10,6,0,34,557,NA,27,11,2,1
"Cheese Pizza, Original, Medium","Cheese Pizza, Original, Pizzas, Medium","Pizza",250,10,5,0,35,540,NA,27,12,2,1,260,10,5,0,36,563,NA,28,13,2,1
"Cheese, Original, Personal","Cheese, Original, Pizzas, Personal","Pizza",150,7,3.5,0,20,340,NA,16,7,1,1,259,12,6,0,34,586,NA,28,12,2,2
"Cheese, Original, Small","Cheese, Original, Pizzas, Small","Pizza",200,8,4.5,0,25,450,NA,22,10,2,1,250,10,6,0,31,563,NA,28,13,3,1
"Cheese Pizza, Pan, Extra Large","Cheese Pizza, Pan, Pizzas, Extra Large","Pizza",310,11,6,0,35,680,NA,38,13,2,2,263,9,5,0,30,576,NA,32,11,2,2
"Cheese Pizza, Pan, Medium","Cheese Pizza, Pan, Pizzas, Medium","Pizza",330,12,6,0,35,730,NA,41,14,2,2,266,10,5,0,28,589,NA,33,11,2,2
"Cheese Pizza, Pan, Personal","Cheese Pizza, Pan, Pizzas, Personal","Pizza",210,7,3.5,0,20,460,NA,27,9,1,1,266,9,4,0,25,582,NA,34,11,1,1
"Cheese Pizza, Pan, Small","Cheese Pizza, Pan, Pizzas, Small","Pizza",290,10,5,0,35,640,NA,36,13,2,2,264,9,5,0,32,582,NA,33,12,2,2
"Cheese Pizza, Skinny, Medium","Cheese Pizza, Skinny, Pizzas, Medium","Pizza",210,10,5,0,35,460,NA,19,10,2,1,256,12,6,0,43,561,NA,23,12,2,1
"Cheese Pizza, Skinny, Personal","Cheese Pizza, Skinny, Pizzas, Personal","Pizza",130,7,3.5,0,20,290,NA,11,7,1,1,260,14,7,0,40,580,NA,22,14,2,2
"Cheese Pizza, Skinny, Small","Cheese Pizza, Skinny, Pizzas, Small","Pizza",170,8,4.5,0,25,380,NA,16,9,1,1,250,12,7,0,37,559,NA,24,13,1,1
"Chicken Maui Zaui w/ Polynesian Sauce, Original, Extra Large","Chicken Maui Zaui w/ Polynesian Sauce, Original, Pizzas, Extra Large","Pizza",250,10,6,0,30,650,NA,27,12,6,NA,229,9,6,0,28,596,NA,25,11,6,NA
"Chicken Maui Zaui w/ Polynesian Sauce, Original, Large","Chicken Maui Zaui w/ Polynesian Sauce, Original, Pizzas, Large","Pizza",250,10,6,0,30,650,NA,27,12,6,NA,229,9,6,0,28,596,NA,25,11,6,NA
"Chicken Maui Zaui w/ Polynesian Sauce, Original, Medium","Chicken Maui Zaui w/ Polynesian Sauce, Original, Pizzas, Medium","Pizza",280,12,7,0,35,740,NA,30,14,6,NA,233,10,6,0,29,617,NA,25,12,5,NA
"Chicken Maui Zaui w/ Polynesian Sauce, Original, Personal","Chicken Maui Zaui w/ Polynesian Sauce, Original, Pizzas, Personal","Pizza",180,7,4,0,25,470,NA,19,9,4,NA,237,9,5,0,33,618,NA,25,12,5,NA
"Chicken Maui Zaui w/ Polynesian Sauce, Original, Small","Chicken Maui Zaui w/ Polynesian Sauce, Original, Pizzas, Small","Pizza",240,10,5,0,30,620,NA,25,12,5,NA,240,10,5,0,30,620,NA,25,12,5,NA
"Chicken Maui Zaui w/ Polynesian Sauce, Pan, Extra Large","Chicken Maui Zaui w/ Polynesian Sauce, Pan, Pizzas, Extra Large","Pizza",340,13,8,0,40,860,NA,41,16,7,1,236,9,6,0,28,597,NA,28,11,5,1
"Chicken Maui Zaui w/ Polynesian Sauce, Pan, Large","Chicken Maui Zaui w/ Polynesian Sauce, Pan, Pizzas, Large","Pizza",340,12,8,0,35,860,NA,41,16,7,1,239,8,6,0,25,606,NA,29,11,5,1
"Chicken Maui Zaui w/ Polynesian Sauce, Pan, Medium","Chicken Maui Zaui w/ Polynesian Sauce, Pan, Pizzas, Medium","Pizza",370,14,8,0,40,940,NA,44,18,7,1,242,9,5,0,26,614,NA,29,12,5,1
"Chicken Maui Zaui w/ Polynesian Sauce, Pan, Personal","Chicken Maui Zaui w/ Polynesian Sauce, Pan, Pizzas, Personal","Pizza",230,8,5,0,25,600,NA,30,11,5,NA,235,8,5,0,26,612,NA,31,11,5,NA
"Chicken Maui Zaui w/ Polynesian Sauce, Pan, Small","Chicken Maui Zaui w/ Polynesian Sauce, Pan, Pizzas, Small","Pizza",320,12,7,0,35,820,NA,38,16,6,1,241,9,5,0,26,617,NA,29,12,5,1
"Chicken Maui Zaui w/ Polynesian Sauce, Skinny, Large","Chicken Maui Zaui w/ Polynesian Sauce, Skinny, Pizzas, Large","Pizza",220,10,5,0,35,600,NA,22,12,6,NA,222,10,5,0,35,606,NA,22,12,6,NA
"Chicken Maui Zaui w/ Polynesian Sauce, Skinny, Medium","Chicken Maui Zaui w/ Polynesian Sauce, Skinny, Pizzas, Medium","Pizza",240,11,6,0,35,650,NA,23,13,6,NA,226,10,6,0,33,613,NA,22,12,6,NA
"Chicken Maui Zaui w/ Polynesian Sauce, Skinny, Personal","Chicken Maui Zaui w/ Polynesian Sauce, Skinny, Pizzas, Personal","Pizza",150,7,3.5,0,25,420,NA,14,8,4,NA,221,10,5,0,37,618,NA,21,12,6,NA
"Chicken Maui Zaui w/ Polynesian Sauce, Skinny, Small","Chicken Maui Zaui w/ Polynesian Sauce, Skinny, Pizzas, Small","Pizza",200,10,5,0,30,540,NA,19,11,5,NA,227,11,6,0,34,614,NA,22,13,6,NA
"Chicken Maui Zaui w/ Zesty Red Sauce, Original, Extra Large","Chicken Maui Zaui w/ Zesty Red Sauce, Original, Pizzas, Extra Large","Pizza",240,10,6,0,30,610,NA,25,13,4,1,211,9,5,0,26,535,NA,22,11,4,1
"Chicken Maui Zaui w/ Zesty Red Sauce, Original, Large","Chicken Maui Zaui w/ Zesty Red Sauce, Original, Pizzas, Large","Pizza",250,11,6,0,35,620,NA,26,13,4,1,219,10,5,0,31,544,NA,23,11,4,1
"Chicken Maui Zaui w/ Zesty Red Sauce, Original, Medium","Chicken Maui Zaui w/ Zesty Red Sauce, Original, Pizzas, Medium","Pizza",270,12,7,0,35,690,NA,28,14,4,1,220,10,6,0,28,561,NA,23,11,3,1
"Chicken Maui Zaui w/ Zesty Red Sauce, Original, Personal","Chicken Maui Zaui w/ Zesty Red Sauce, Original, Pizzas, Personal","Pizza",170,7,4,0,25,420,NA,17,9,2,NA,227,9,5,0,33,560,NA,23,12,3,NA
