"year","gender","age","height_cm","waist_size_cm","inseam_cm","test_group","salary_self_report_in_k","months_active","num_purchases","amount_spent_annual"
2019,"woman",26,163,99,74,1,62.96,19,91,805.28
2019,"woman",22,166,100,73,1,96.94,15,79,1112.09
2019,"woman",37,159,94,75,1,80.95,11,21,797.83
2022,"man",26,166,86,75,1,67.65,2,15,780.96
2022,"woman",42,168,78,74,1,65.26,13,77,1169.72
2019,"man",33,174,96,73,1,59.12,17,91,827.61
2022,"woman",38,170,90,73,1,70.39,6,17,982.05
2019,"woman",29,165,95,73,1,56.88,16,81,779.38
2022,"woman",44,177,105,71,1,71.53,24,6,754.17
2022,"woman",29,162,92,74,1,80.34,17,14,940.88
2021,"man",30,163,97,77,1,71.75,3,33,679.1
2021,"man",26,166,98,73,1,72.69,17,66,930.97
2020,"woman",37,171,110,72,1,62.16,11,95,890.08
2020,"woman",46,168,109,72,1,61.01,18,8,917.9
2019,"woman",34,150,108,72,1,50.9,11,93,506.59
2021,"woman",45,162,95,71,1,65.51,14,94,884.75
2021,"woman",37,166,94,77,1,76.08,8,57,940.8
2021,"woman",32,174,87,74,1,56.5,7,61,896.63
2019,"other",30,162,93,74,1,75.12,10,45,781.73
2020,"woman",44,162,101,75,1,60.01,17,49,821.71
2021,"woman",25,164,89,75,1,73.96,12,93,1095.48
2020,"nonbinary",45,156,93,74,1,63.85,16,43,784.29
2020,"man",26,170,84,74,1,60.83,23,98,778.92
2021,"other",30,158,93,70,1,80.47,5,79,690.32
2021,"woman",47,172,87,77,1,67.88,3,14,828.1
2020,"woman",22,178,93,74,1,56.15,21,17,731.77
2020,"man",28,172,109,76,1,47.07,21,79,640.51
2022,"woman",40,167,86,72,1,61.15,6,27,938.16
2022,"woman",26,172,89,72,1,63.22,9,81,996.04
2021,"man",47,169,105,NA,1,69.13,1,24,776.78
2020,"woman",24,170,93,75,1,59.71,3,7,640.61
2022,"woman",21,166,97,76,1,84.06,5,43,1051.94
2022,"man",47,173,100,73,1,82.65,6,77,1180.58
2021,"man",23,169,87,76,1,82.97,13,69,1054.24
2020,"woman",29,164,90,75,1,65.77,2,34,848.14
2021,"woman",44,166,100,74,1,78.28,22,59,957.4
2022,"nonbinary",26,165,101,69,1,72.41,22,24,553.57
2020,"man",35,167,103,74,1,71.11,3,93,731.99
2021,"woman",33,166,90,73,1,65.4,6,87,917.08
2020,"man",32,164,108,75,1,80.91,20,20,692.55
2020,"woman",24,161,96,75,1,58.52,6,96,946.7
2022,"other",45,165,89,74,1,67.69,13,1,1043.12
2020,"woman",42,174,91,73,1,54.33,17,78,863.32
2019,"nonbinary",35,162,93,73,1,67.13,23,39,593.97
2022,"woman",38,168,99,72,1,70.14,15,33,1054.28
2019,"woman",31,167,95,76,1,54.07,5,97,769.22
2021,"woman",26,169,87,74,1,69.95,8,93,951.02
2021,"woman",44,168,105,73,1,79.53,2,31,939.51
2019,"woman",21,160,96,74,1,75.87,3,15,831.01
2019,"woman",18,170,88,74,1,72.89,5,49,983.46
2019,"man",24,162,96,75,1,62.33,17,94,742.32
2021,"woman",40,173,92,76,1,52.21,23,68,713.82
2020,"woman",27,172,101,75,1,72.13,10,66,928.32
2022,"man",26,169,92,75,1,55.77,22,1,776.96
2020,"man",24,166,99,73,1,67.25,7,2,855.35
2021,"woman",36,167,100,74,1,61.53,17,41,911.27
2019,"woman",44,168,94,71,1,66.42,13,25,794.42
2021,"man",26,173,91,73,1,65.91,3,94,885.8
2019,"other",25,163,90,76,1,76.22,9,88,899.74
2021,"man",44,163,106,77,1,73.29,0,65,708.84
2019,"woman",38,175,93,75,1,56.11,13,30,769.05
2021,"man",33,163,97,77,1,64.8,7,40,773.08
2022,"man",31,164,99,73,1,67.28,17,76,993.57
2020,"man",21,164,88,70,1,66.64,5,15,645.81
2019,"woman",33,173,106,73,1,74.69,12,69,957.65
2022,"woman",34,178,103,76,1,70.74,16,49,906.44
2021,"woman",41,167,91,73,1,79.25,16,31,1128.31
2022,"woman",26,178,102,71,1,77.68,7,31,824.6
2020,"woman",35,170,94,76,1,72.68,21,4,755.97
2019,"woman",21,157,93,77,1,65.16,4,40,619.19
2019,"other",42,174,91,76,1,67.49,5,52,708.5
2021,"woman",18,164,85,75,1,66.38,13,59,1109.64
2021,"woman",36,175,89,71,1,71.78,17,76,844.91
2021,"woman",20,170,97,77,1,57.95,13,81,930.16
2022,"man",46,171,93,72,1,73.9,22,84,1011.74
2022,"woman",36,162,85,74,1,83.41,3,73,1148.05
2019,"woman",26,158,100,73,1,54.83,22,93,643.63
2021,"nonbinary",45,176,95,77,1,73.64,8,36,921.92
2020,"woman",26,167,86,74,1,53.78,8,47,944.73
2020,"woman",21,171,97,72,1,60.87,7,14,861.9
2021,"woman",27,162,87,76,1,86.55,18,78,909.14
2022,"woman",35,164,105,75,1,81.83,3,79,1040.37
2022,"man",45,171,92,73,1,46.4,16,56,882.02
2021,"man",35,171,94,77,1,78.62,9,99,959.16
2021,"man",35,171,110,75,1,74.4,22,1,838.57
2021,"nonbinary",35,157,88,NA,1,65.31,17,90,705.32
2021,"man",25,170,90,70,1,68.36,16,37,759.68
2021,"man",43,182,93,75,1,68.37,9,7,875.38
2021,"woman",40,168,88,74,1,73.25,2,57,884.99
2020,"woman",22,169,106,74,1,66.38,16,34,938.19
2022,"woman",35,168,91,76,1,77.61,16,10,953.17
2021,"woman",43,171,103,74,1,66.98,3,38,895.01
2019,"woman",26,161,86,74,1,53.02,23,62,632.02
2021,"woman",40,167,91,78,1,80.76,7,26,989.53
2019,"other",33,167,86,70,1,65.17,21,93,658.78
2020,"man",37,165,103,75,1,66.42,19,26,799.63
2020,"woman",27,172,97,71,1,42.27,9,72,772.86
2020,"man",30,165,94,72,1,54.64,15,8,745.25
2022,"woman",28,158,101,70,1,61.99,8,22,779.55
2021,"woman",35,166,97,73,1,76.07,9,34,945.01
2019,"woman",40,169,108,76,1,70.22,6,93,798.35
2022,"man",43,161,98,73,1,76.67,17,2,940.71
2019,"nonbinary",25,172,91,74,1,69.88,13,3,757.55
2020,"man",26,172,107,72,1,74.49,16,91,795.34
2020,"man",20,162,77,69,1,62.51,5,75,643.01
2022,"woman",46,177,96,74,1,88.58,24,96,913.47
2022,"woman",30,174,91,74,1,76.31,11,56,1005.91
2019,"woman",36,166,100,76,1,61.94,11,82,829.72
2019,"woman",27,165,91,74,1,56.89,9,92,1007.92
2019,"woman",46,166,86,73,1,70.69,4,24,791.29
2021,"woman",25,174,95,74,1,66.87,19,14,855.21
2019,"woman",23,181,97,71,1,43.86,12,42,565.83
2021,"man",25,173,95,73,1,67.97,1,18,782.44
2020,"woman",43,178,97,74,1,71.44,15,38,972.42
2019,"woman",39,173,90,NA,1,61.77,3,48,656.9
2021,"woman",34,163,95,74,1,67.11,11,18,910.32
2019,"woman",40,172,91,74,1,60.47,5,5,701.69
2019,"woman",44,171,89,72,1,78.89,17,12,949.53
2019,"woman",19,168,96,77,1,40.5,12,70,788.34
2019,"woman",30,162,90,77,1,63.15,17,2,728.18
2019,"woman",20,171,101,72,1,36.53,10,68,777.35
2021,"woman",34,169,87,73,1,66.62,8,10,976.63
2022,"woman",47,164,88,74,1,81.36,6,67,1221.58
2019,"woman",41,168,101,72,1,71.84,2,50,755.77
2022,"woman",31,164,91,72,1,62.86,12,68,994.27
2020,"woman",21,183,93,76,1,73.33,4,59,649.96
2021,"woman",40,166,102,75,1,85.02,2,69,974.7
2021,"woman",42,166,91,75,1,63.43,13,65,975.52
2020,"woman",22,167,100,73,1,84.18,10,92,1019.5
2021,"woman",40,174,81,73,1,79.89,23,23,901.99
2020,"woman",27,173,105,79,1,54.62,11,57,655.48
2020,"woman",42,167,99,73,1,73.08,10,55,1058.38
2019,"woman",41,177,90,76,1,57.9,19,40,593.6
2021,"woman",47,167,100,71,1,70.72,9,61,1051.68
2019,"man",33,167,102,75,1,65.58,11,33,860.88
2021,"woman",20,171,99,77,1,67.97,1,9,756.61
2019,"woman",31,158,89,77,1,64.52,2,45,530.1
2022,"man",31,173,92,73,1,70.54,17,67,940.02
2022,"woman",22,170,104,74,1,81.67,14,39,1167.97
2021,"woman",39,172,89,75,1,65.49,4,20,894.54
2022,"woman",39,171,96,74,1,81.42,22,37,1047.7
2021,"woman",46,167,106,74,1,83.35,0,49,1012.14
2020,"man",30,165,85,71,1,90.73,2,46,773.31
2022,"woman",19,166,91,75,1,61.31,18,62,1118.83
2021,"woman",41,164,94,74,1,66.94,19,61,1009.2
2019,"woman",32,172,102,77,1,64.05,6,48,737.03
2021,"woman",28,170,108,76,1,50.32,21,2,780.64
2021,"man",39,174,101,73,1,85.11,10,21,1019.65
2019,"woman",23,161,99,74,1,74.88,7,6,843.44
2021,"woman",45,161,93,72,1,67.88,20,2,865.16
2021,"man",25,166,98,75,1,63.08,4,40,910.95
2021,"woman",26,163,89,73,1,72.81,4,3,964.1
2021,"nonbinary",25,166,90,73,1,48.33,2,37,788.77
2020,"woman",34,169,89,72,1,59.27,4,37,787.98
2019,"woman",37,161,106,75,1,69.46,11,66,877.66
2022,"woman",28,162,99,73,1,86.1,3,5,883.05
2021,"woman",39,172,99,73,1,79.23,16,15,1090.22
2019,"man",44,171,105,72,1,68.51,4,5,769.01
2019,"woman",38,161,94,78,1,65.19,18,92,666.46
2022,"woman",43,173,108,72,1,82.9,18,100,1153.44
2022,"woman",25,167,99,72,1,76.71,11,61,1033.06
2019,"woman",44,177,91,79,1,68.43,18,46,491.86
2019,"woman",47,179,85,72,1,61.06,1,93,662.92
2019,"woman",21,159,106,69,1,66.43,9,15,535.16
2022,"woman",31,170,96,79,1,84.88,20,16,809.01
2020,"woman",25,165,94,74,1,63.05,19,78,809.99
2020,"woman",38,170,81,75,1,39.26,20,31,650.95
2022,"woman",35,155,102,74,1,86.06,11,80,1071.43
2019,"man",18,164,102,75,1,63.7,12,55,1024.18
2020,"woman",26,173,86,72,1,65.33,8,68,875.37
2020,"woman",37,176,95,71,1,63.21,9,98,738.36
2019,"woman",18,165,90,74,1,51.63,2,3,746.66
2020,"woman",40,178,91,72,1,58.17,3,11,586.74
2021,"woman",47,163,89,75,1,53.81,11,37,1066.2
2021,"woman",41,181,102,77,1,70.56,14,61,809.09
2021,"woman",35,164,104,78,1,87.07,14,41,968.92
2020,"man",21,168,86,72,1,71.48,9,40,886.99
2020,"woman",21,172,100,71,1,81.35,11,34,1103.56
2020,"woman",33,177,94,72,1,64.06,23,65,611.47
2021,"other",35,152,103,75,1,78.31,6,27,688
2021,"man",40,170,79,72,1,66.17,1,26,685.02
2019,"nonbinary",22,173,101,73,1,67.89,2,85,798.93
2022,"woman",19,170,87,72,1,67.24,1,80,955.95
2021,"other",41,180,87,77,1,68.54,21,39,497.59
2021,"woman",18,167,99,74,1,60.9,6,70,946.58
2022,"man",33,162,97,74,1,78.78,6,38,955.27
2022,"woman",41,162,103,79,1,90.99,4,25,795.38
2022,"woman",22,171,93,76,1,83.38,4,43,1116.65
2019,"woman",29,181,85,70,1,74.19,14,75,570.44
2020,"woman",23,157,87,70,1,69.63,19,95,721.46
2021,"woman",45,157,91,75,1,77.45,10,21,935.74
2021,"man",33,166,90,72,1,66.34,23,99,721.91
2019,"man",28,174,104,74,1,57.18,5,92,712.58
2021,"woman",45,167,91,77,1,74.22,7,38,882.49
2019,"nonbinary",23,171,99,75,1,58.85,15,73,834.24
2021,"woman",35,172,95,75,1,65.89,2,16,741.11
2020,"woman",45,175,88,71,1,73.31,22,13,751.29
2022,"woman",21,169,94,74,1,73.67,0,58,972.97
2022,"woman",28,173,94,73,1,78.15,20,37,1040.25
2021,"nonbinary",33,166,111,75,1,66.68,18,46,809.24
2019,"man",36,171,107,79,1,63.59,10,48,491.6
2021,"woman",37,179,99,73,1,70.53,23,80,671.49
2021,"woman",24,161,84,72,1,70.25,19,47,881.81
2022,"woman",33,160,92,73,1,84.32,5,10,900.38
2021,"other",24,176,85,76,1,72.74,16,100,929.82
2022,"man",45,170,97,76,1,65.56,2,79,931.4
2021,"man",23,168,105,72,1,64.14,17,68,902.91
2019,"man",28,162,98,72,1,82.33,4,67,835.95
2022,"man",39,172,95,73,1,89.96,6,7,918.6
2021,"woman",40,175,89,73,1,60.46,3,34,870.43
2021,"woman",38,167,92,74,1,59.88,24,16,746.34
2019,"other",47,178,109,75,1,60.27,14,62,707.62
2022,"woman",38,168,104,75,1,64.65,22,100,896.91
2022,"man",29,177,91,73,1,92.39,19,34,964.24
2020,"woman",35,163,97,74,1,64.14,13,93,883.15
2021,"man",18,172,96,74,1,68.76,2,7,906.68
2019,"woman",38,159,95,75,1,63.81,9,21,823.03
2020,"woman",39,169,104,75,1,65.32,23,79,750.04
2020,"woman",30,166,86,74,1,68.06,2,63,807.43
2019,"man",45,178,85,75,1,68.87,23,95,658.14
2022,"woman",41,172,96,75,1,79.84,2,33,926.38
2022,"woman",46,161,92,72,1,73.01,18,89,1089.48
2021,"woman",29,161,92,73,1,86.45,19,40,973.73
2020,"man",47,169,90,76,1,63.43,20,81,806.9
2022,"woman",41,167,98,73,1,88.55,4,92,1177.16
2020,"woman",39,155,94,73,1,60.76,5,73,706.37
2020,"woman",25,179,92,74,1,57.58,16,27,688.54
2020,"nonbinary",42,176,91,73,1,60.19,21,11,641.9
2020,"man",45,169,94,74,1,57.23,5,40,806.29
2022,"woman",19,172,95,75,1,76.24,13,39,1122.76
2020,"woman",21,168,114,73,1,64.7,6,43,968.77
2021,"woman",25,164,97,73,1,86.7,21,87,1025.12
2021,"nonbinary",22,159,98,73,1,88.21,13,53,1087.2
2020,"man",22,170,84,73,1,64.34,10,53,831.46
2021,"woman",46,170,89,74,1,61.49,17,21,962.82
2020,"man",40,162,109,72,1,74.01,7,25,844.72
2022,"man",37,167,91,75,1,75.75,2,6,831.57
2019,"woman",33,166,98,76,1,71.33,9,16,808.04
2022,"man",36,155,100,76,1,64.19,0,30,565.47
2019,"woman",40,166,104,72,1,42.36,22,95,584.66
2022,"woman",40,167,83,72,1,87.57,15,98,1140.81
2020,"woman",30,165,102,76,1,71.26,1,43,723.71
2021,"woman",39,168,97,71,1,71.9,17,86,922.31
2022,"woman",24,171,99,74,1,60.78,1,22,897.54
2019,"woman",23,156,96,77,1,52.55,13,46,558.08
2022,"woman",31,168,96,75,1,89.33,7,30,1051.28
2020,"man",37,172,112,74,1,66.18,13,17,908.46
2020,"woman",22,173,107,75,1,70.6,17,68,942.03
2021,"woman",42,163,98,73,1,98.09,9,74,1259.37
2022,"man",25,176,88,73,1,77.23,10,21,974.76
2019,"woman",42,158,90,70,1,64.86,13,53,705.47
2021,"woman",28,169,103,74,1,71.04,10,18,1020.71
2019,"woman",23,169,105,71,1,67.3,1,36,650.29
2020,"woman",35,176,103,73,1,57.52,2,72,719.22
2020,"woman",35,172,92,69,1,50.91,13,18,620.86
2022,"woman",19,167,93,72,1,86.47,16,69,1225.63
2022,"woman",44,163,100,77,1,57.48,10,92,886.19
2019,"woman",28,167,84,73,1,61.09,19,57,906.97
2019,"woman",22,160,97,NA,1,46.86,18,62,633.23
2022,"man",21,168,101,73,1,88.27,12,34,1064.68
2019,"woman",33,168,103,74,1,54.87,11,91,855.54
2020,"woman",21,168,86,76,1,72.98,2,34,916.13
2019,"nonbinary",43,162,101,73,1,76.96,4,2,790.54
2019,"man",41,175,110,74,1,74.92,18,66,791.82
2020,"woman",40,167,105,73,1,47.96,5,8,850.04
2022,"nonbinary",35,177,95,77,1,75.31,5,48,807.55
2019,"woman",26,167,81,77,1,56.69,8,60,759.15
2022,"man",22,162,104,78,1,93.5,9,93,1113.84
2022,"nonbinary",37,168,86,74,1,70.59,2,63,942.87
2020,"woman",19,176,86,74,1,76.87,7,97,924.49
2021,"nonbinary",27,166,100,72,1,73.01,10,72,974.93
2022,"woman",39,175,96,75,1,68.84,23,80,869.55
2020,"woman",42,173,92,70,1,75.29,21,23,756.65
2020,"woman",46,164,102,72,1,71.56,15,15,962.28
2021,"woman",28,176,99,72,1,73.8,22,80,839.47
2021,"woman",23,171,91,73,1,92.12,22,84,921.07
2022,"woman",40,168,88,76,1,72.12,21,83,914.64
2021,"nonbinary",45,172,108,74,1,99.77,19,29,1103.91
2021,"man",20,172,98,76,1,84.85,18,5,1055.48
2022,"woman",25,168,102,71,1,66.6,24,17,753.69
2022,"woman",40,169,114,78,1,78.68,3,84,967.17
2020,"woman",25,170,102,74,1,65.67,4,42,943.18
2021,"woman",22,164,91,73,1,70.61,21,56,956.62
2019,"woman",41,159,87,74,1,72.2,0,81,676.34
2020,"woman",34,172,94,73,1,71.39,4,73,815.67
2019,"nonbinary",33,167,81,72,1,54.01,3,28,646.56
2020,"woman",29,175,100,73,1,70.98,7,82,863.66
2019,"woman",30,172,102,72,1,46.26,3,47,656.52
2019,"woman",20,155,85,77,1,57.41,10,93,689.96
2020,"man",31,164,95,70,1,63.81,19,65,615.8
2022,"woman",18,169,88,75,1,65.33,21,5,892.35
2019,"woman",23,163,99,74,1,60.96,11,18,897.82
2021,"woman",38,158,83,77,1,86,9,92,1011.2
2022,"man",28,174,89,74,1,92.59,11,31,1209.21
2020,"man",25,157,95,77,1,62.62,9,50,671.9
2022,"man",29,163,99,75,1,81.44,8,68,986.62
2022,"woman",23,159,101,77,1,79.61,22,12,858.72
2020,"woman",20,166,96,75,1,53.26,8,7,823.64
2021,"woman",26,167,89,76,1,57.13,13,15,918.32
2022,"other",35,177,99,72,1,69.85,13,57,819.98
2021,"woman",37,172,95,80,1,67.5,8,23,660.2
2020,"woman",26,158,91,76,1,64.57,14,99,955.45
2019,"woman",32,163,100,76,1,70.08,11,94,866.08
2022,"woman",24,170,98,72,1,76.46,4,83,1042.78
2021,"woman",19,160,96,74,1,58.11,2,20,929.15
2022,"woman",34,170,96,75,1,78.6,20,98,1044.25
2022,"other",37,168,98,73,1,66.55,8,86,979.62
2020,"woman",39,166,86,77,1,56.78,13,41,884.97
2021,"man",24,174,92,71,1,94.77,23,64,932.29
2020,"woman",41,167,97,75,1,62.06,2,89,880.19
2021,"woman",37,173,91,73,1,77.09,20,8,982.51
2021,"woman",21,166,97,74,1,58.03,3,53,876.01
2022,"woman",37,169,108,72,1,92.49,6,35,1078.8
2021,"man",19,170,93,72,1,77.2,22,48,953.77
2020,"woman",19,167,93,73,1,64.31,14,35,1147.64
2022,"woman",29,161,98,73,1,79.29,20,24,874.35
2020,"woman",23,174,98,76,1,68.27,4,65,770.01
2021,"woman",44,168,99,74,1,80.7,7,76,1215.44
2022,"nonbinary",42,174,92,73,1,72.14,0,49,861.47
2021,"woman",34,160,95,77,1,66,7,50,745.6
2019,"woman",27,158,109,74,1,59.25,1,8,620.08
2020,"other",40,166,88,73,1,70.19,10,78,940.34
2019,"woman",27,177,99,77,1,56.48,12,41,713.15
2022,"man",46,174,92,75,1,88.01,10,93,1233.05
2020,"woman",36,178,91,75,1,69.56,10,40,888
2020,"woman",30,174,86,71,1,67.64,22,32,726.6
2021,"nonbinary",20,172,92,74,1,62.3,21,64,793.47
2019,"woman",41,161,100,77,1,44.63,13,1,692.32
2022,"man",45,159,101,74,1,81.29,12,90,1163.73
2019,"man",27,177,102,75,1,66.52,20,98,768.55
2022,"other",27,161,94,76,1,78.96,5,41,830
2021,"man",22,171,95,71,1,73.5,14,88,906.63
2022,"man",19,173,106,74,1,71.7,18,32,936.19
2019,"woman",40,179,98,74,1,63.21,18,95,823.97
2019,"woman",31,158,94,74,1,57.86,18,81,740.86
2022,"woman",22,168,106,76,1,87.32,14,88,1247.97
2020,"other",36,162,85,72,1,73.72,16,29,719.45
2021,"woman",35,164,92,76,1,94.03,19,6,1012.78
2019,"man",19,160,95,75,1,48.32,19,64,623.77
2022,"woman",34,170,89,74,1,53.11,2,9,729.37
2019,"woman",29,168,89,79,1,61.25,1,39,535.83
2022,"woman",31,163,91,71,1,55.55,6,70,890.12
2021,"woman",40,173,83,71,1,67.86,23,44,768.97
2020,"woman",36,173,84,76,1,55.51,5,79,775.73
2021,"woman",24,162,90,75,1,79.67,13,27,1036.94
2020,"woman",34,159,98,72,1,61.79,22,48,781.01
2019,"man",19,165,85,72,1,58.28,24,98,722.98
2021,"nonbinary",39,168,100,77,1,76.48,6,72,883.43
2020,"woman",45,159,92,72,1,69.72,22,37,864.1
2022,"woman",30,172,94,73,1,73.63,21,2,834.99
2021,"woman",44,165,97,75,1,65.61,18,19,905.67
2021,"woman",38,167,96,72,1,77.54,13,79,1118.2
2020,"woman",41,162,94,74,1,71.96,12,30,1007.57
2019,"woman",45,159,91,76,1,67.86,21,85,764.27
2021,"woman",27,168,92,70,1,83.52,16,97,905.19
2019,"man",20,170,96,76,1,71.01,23,13,710.13
2021,"woman",18,174,94,72,1,67.77,23,27,818.79
2020,"woman",33,161,109,74,1,71.73,7,45,810.61
2020,"woman",39,165,97,69,1,72.3,17,2,638.33
2021,"woman",19,163,88,72,1,90.99,23,57,953.83
2020,"woman",39,162,96,79,1,64.92,18,93,751.73
2021,"man",32,167,109,71,1,66.03,5,22,862.42
2021,"other",44,175,91,75,1,62.44,19,4,908.55
2019,"woman",28,165,101,75,1,78.71,2,88,878.25
2022,"woman",31,166,94,72,1,83.19,10,51,1079.59
2022,"woman",34,165,105,71,1,62.62,11,79,1012.45
2021,"woman",21,171,82,76,1,75.02,17,34,964.89
2020,"woman",32,163,95,74,1,58.35,7,17,837.71
2020,"woman",34,157,88,76,1,80.45,21,66,665.41
2022,"man",20,169,87,73,1,78.69,21,6,962.6
2020,"woman",29,169,99,74,1,67.06,14,93,1037.81
2022,"woman",45,164,100,76,1,97.9,17,86,1225.49
2021,"man",37,168,98,71,1,78.77,23,21,721.41
2022,"woman",19,171,103,73,1,84.29,11,65,1147.82
2020,"man",26,167,101,72,1,72.12,23,54,699.81
2022,"woman",43,168,86,75,1,69.38,12,90,1153.36
2020,"nonbinary",21,174,87,75,1,63.55,7,17,880.7
2021,"woman",36,172,86,73,1,67.51,2,16,879.13
2019,"woman",28,174,103,73,1,67.48,4,14,693.59
2022,"man",32,174,99,71,1,80.55,20,18,835.99
2019,"woman",42,162,101,76,1,67.9,14,78,911.55
2022,"woman",39,174,100,74,1,65.53,19,38,902.2
2019,"woman",42,169,102,72,1,57.86,24,84,632.09
2020,"other",21,171,90,73,1,48.97,17,72,906.05
2020,"woman",33,166,100,72,1,58.32,17,78,933.14
2019,"woman",20,174,96,76,1,63.62,12,93,912.5
2020,"woman",31,169,80,72,1,68.4,1,78,792.59
2019,"woman",40,166,91,71,1,73.55,19,26,766.33
2019,"man",31,173,103,72,1,79.75,12,28,837.67
2022,"man",33,169,97,74,1,80.88,22,97,953.19
2020,"woman",24,169,91,73,1,71.39,9,34,976.18
2022,"woman",20,177,91,73,1,70.43,9,67,1056.5
2021,"woman",36,165,97,73,1,69.11,0,36,706.32
2019,"woman",28,179,79,71,1,66.09,5,91,717.98
2021,"woman",29,160,93,74,1,73.66,5,55,931.68
2020,"woman",41,166,102,72,1,72.87,17,66,1032.35
2019,"woman",28,161,89,73,1,78.48,14,71,833.29
2020,"woman",43,166,105,74,1,61.28,2,26,807.89
2022,"nonbinary",36,177,91,71,1,76.38,0,0,669.96
2022,"woman",21,171,98,72,1,65.54,6,77,1057.47
2019,"woman",38,165,80,72,1,55.79,21,37,695.48
2021,"woman",41,173,92,75,1,59.73,19,41,913.88
2019,"woman",24,166,88,73,1,49.88,10,11,746.31
2021,"nonbinary",32,166,89,74,1,87.45,18,87,989.82
2022,"woman",25,166,104,78,1,77.39,6,61,994.2
2021,"woman",31,168,97,77,1,53.36,11,64,771.72
2020,"woman",39,171,94,76,1,61.41,21,92,798.41
2020,"nonbinary",28,165,108,75,1,59.69,15,95,746.96
2020,"woman",45,174,107,77,1,66.47,24,81,721.8
2020,"man",37,170,100,72,1,58.16,0,42,631.54
2020,"woman",36,169,89,75,1,56.99,16,17,758.41
2019,"woman",28,172,97,74,1,55.04,8,85,779.19
2021,"woman",37,171,98,72,1,77.27,11,61,1084.62
2020,"woman",43,168,104,76,1,47.92,24,90,662.19
2021,"woman",27,168,106,73,1,57.19,6,30,995.78
2020,"man",42,181,101,75,1,53.77,3,50,623.56
2021,"woman",35,169,96,74,1,55.38,5,10,898.85
2020,"man",37,176,98,72,1,74.36,11,90,843.29
2020,"woman",24,172,91,78,1,58.4,5,24,649.42
2021,"woman",44,160,93,74,1,65.27,3,18,799.24
2019,"woman",18,167,94,72,1,54.6,9,8,854.41
2021,"woman",35,172,101,71,1,72.78,5,97,835.59
2019,"woman",20,159,91,72,1,67.52,8,15,855.74
2020,"woman",34,165,97,73,1,68.58,4,49,833.55
2019,"man",28,166,93,75,1,37.71,17,47,590.95
2020,"man",41,168,98,75,1,69.98,18,37,774.2
2020,"woman",46,186,98,73,1,47.41,1,31,378.2
2021,"woman",26,173,91,70,1,73.02,5,34,731.21
2022,"woman",42,177,94,73,1,87.17,23,75,938.93
2022,"woman",27,161,86,74,1,70.42,18,53,1054.26
2022,"woman",24,166,84,71,1,84.33,6,54,950.75
2022,"man",25,168,96,74,1,80.36,12,58,1092.64
2019,"woman",33,170,103,72,1,65.19,22,92,688.89
2022,"woman",41,170,96,76,1,71.46,12,49,991.53
2020,"man",26,174,91,72,1,64.1,20,86,735.76
2020,"woman",28,165,96,72,1,61.84,12,56,877.88
2022,"man",21,167,101,72,1,60.16,15,50,1052.86
2022,"woman",46,171,94,72,1,82.92,22,70,1004.44
2022,"woman",47,169,99,71,1,64.61,9,22,948.44
2020,"woman",22,172,89,73,1,60.51,8,59,859.67
2020,"man",42,165,105,73,1,52.15,23,99,749.62
2020,"woman",25,167,93,76,1,66.84,15,88,1014.62
2019,"woman",45,166,90,74,1,73.62,7,23,915.16
2021,"woman",30,167,94,76,1,79.83,2,13,850.81
2019,"woman",35,173,97,74,1,52.99,7,49,807.03
2022,"man",21,167,86,75,1,78.81,21,83,1014
2020,"other",35,155,94,74,1,60.35,9,80,641.66
2020,"man",43,166,91,76,1,64.02,10,81,965.13
2019,"woman",32,160,90,71,1,59.41,15,74,641.69
2022,"woman",21,170,86,77,1,74.31,14,5,1043.81
2022,"man",37,170,94,73,1,71.76,7,60,997.75
2020,"woman",43,168,102,77,1,51.2,11,35,890.79
2022,"woman",23,167,111,70,1,39.15,11,6,719.59
2022,"man",19,170,93,75,1,75.79,13,76,1105.93
2020,"woman",34,173,84,74,1,44.59,20,62,755.13
2021,"man",28,175,101,77,1,61.76,22,34,538.66
2019,"woman",21,166,90,75,1,57.8,11,32,838.07
2019,"woman",31,171,102,70,1,52.33,20,20,476.79
2022,"woman",46,166,87,74,1,81.48,8,6,1088.92
2021,"woman",47,167,92,74,1,71.26,10,52,1035.8
2020,"man",43,169,92,70,1,77.14,5,65,849.36
2021,"woman",28,171,99,73,1,72.63,7,61,1014.55
2021,"woman",34,166,89,72,1,67.12,11,92,1047.26
2022,"woman",39,158,90,77,1,62.3,16,88,918.27
2021,"woman",27,177,107,71,1,73.17,0,19,731.92
2021,"woman",41,173,89,74,1,70.62,23,37,769.53
2019,"woman",45,170,101,75,1,58.27,19,50,757.58
2019,"woman",37,153,96,74,1,66.26,12,23,678.36
2022,"woman",45,161,99,78,1,77.54,12,68,1051.05
2022,"man",41,169,90,72,1,64.08,15,60,996.02
2021,"man",46,162,86,75,1,65.95,17,23,873.69
2022,"woman",34,153,95,75,1,58.1,14,97,843.11
2022,"man",37,176,102,76,1,70.57,13,68,875.38
2022,"woman",43,175,92,75,1,69.96,7,54,1063.09
2021,"man",46,164,81,74,1,72.16,5,32,986.96
2019,"woman",22,172,103,71,1,69.19,13,82,958.09
2021,"woman",18,167,89,74,1,66.05,2,23,857.91
2019,"woman",24,172,97,76,1,57.99,5,87,825.07
2020,"other",28,165,101,76,1,69.09,19,13,805.11
