"","Position","correct","randomiser.6l9g","Trial.Number","out_degree","in_degree","total_degree","Length","Log_Freq_HAL","Ortho_N","Phono_N","Concreteness_Rating","Age_Of_Acquisition","Female"
"7471",1,1,"List1",79,13,8,21,4,7.337,15,36,4.41,7.33,0
"7472",5,1,"List1",53,11,1,12,5,6.763,3,3,4.78,7.58,1
"7473",3,1,"List2",15,14,10,24,4,8.362,8,11,4,4.83,0
"7474",6,0,"List2",66,16,8,24,6,9.18,2,6,3,8.63,1
"7475",6,1,"List1",84,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7476",6,1,"List1",48,15,12,27,4,6.98,15,23,3.96,7.35,1
"7477",3,0,"List2",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7478",2,0,"List1",14,3,6,9,3,6.486,13,13,3.63,6.21,1
"7479",4,0,"List1",16,9,19,28,4,6.741,3,15,3.43,5.79,0
"7480",3,0,"List1",87,14,3,17,5,9.437,6,17,3.82,6.72,0
"7481",1,1,"List2",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7482",3,0,"List2",81,13,98,111,4,8.969,15,21,1.97,5.83,0
"7483",1,1,"List2",55,11,17,28,4,7.65,3,4,2.85,8,0
"7484",6,0,"List2",30,19,3,22,6,8.515,2,6,3.73,8.076,0
"7485",1,0,"List2",37,12,4,16,4,8.381,13,27,3.33,7.89,0
"7486",5,1,"List1",53,14,18,32,5,7.529,6,19,4.9,5.53,0
"7487",4,0,"List1",82,6,8,14,4,8.977,16,25,4.37,5.53,0
"7488",6,0,"List1",18,11,25,36,5,9.821,4,10,4.87,7.68,0
"7489",2,1,"List2",80,22,11,33,5,8.571,1,15,4.72,6.42,1
"7490",5,0,"List1",89,17,57,74,3,10.491,9,15,2.93,5,1
"7491",2,0,"List2",50,12,17,29,3,8.83,14,27,4.21,6.17,0
"7492",5,0,"List2",95,12,1,13,5,7.65,2,10,4.41,9.42,1
"7493",3,0,"List2",117,18,15,33,5,9.311,5,11,4.46,5.61,0
"7494",1,1,"List2",85,11,2,13,5,8.276,2,4,2.68,5.33,1
"7495",2,1,"List1",26,14,46,60,3,8.322,9,32,2.52,5.32,1
"7496",2,1,"List2",116,13,42,55,4,9.524,10,24,3.19,7.56,0
"7497",3,1,"List2",63,12,4,16,6,7.851,1,5,2.46,8.37,1
"7498",4,1,"List1",82,15,6,21,5,10.136,8,22,4.7,7.28,0
"7499",5,0,"List2",47,14,34,48,5,9.76,5,15,2.5,5.47,1
"7500",5,0,"List1",65,15,9,24,5,7.302,4,15,4.4,8.5,0
"7501",1,0,"List2",91,13,4,17,3,9.216,3,14,4.64,7.52,0
"7502",6,0,"List2",36,16,8,24,6,9.18,2,6,3,8.63,1
"7503",1,1,"List1",79,3,6,9,3,6.486,13,13,3.63,6.21,0
"7504",2,1,"List1",38,6,8,14,4,8.977,16,25,4.37,5.53,0
"7505",6,0,"List2",42,18,21,39,5,8.926,4,11,4.46,7.06,0
"7506",1,1,"List2",31,7,0,7,5,8.659,4,8,2.88,4,1
"7507",2,1,"List2",14,12,8,20,4,9.216,10,21,3.79,11.06,0
"7508",4,0,"List1",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7509",3,1,"List2",51,6,17,23,4,9.955,9,13,3.72,7.4,0
"7510",1,1,"List2",85,11,7,18,5,8.765,3,13,3.19,8.17,0
"7511",5,0,"List2",107,9,4,13,6,7.564,3,3,4.46,10.21,0
"7512",4,0,"List1",28,13,4,17,5,7.024,3,5,3.44,9.74,0
"7513",6,1,"List1",108,14,10,24,5,8.753,4,8,3.45,7.49,0
"7514",3,0,"List1",63,11,3,14,6,8.028,2,7,4.32,7.39,1
"7515",2,1,"List1",20,11,2,13,4,8.35,14,13,4,6.94,0
"7516",3,0,"List1",81,18,4,22,5,7.51,3,6,3.66,8.84,0
"7517",4,1,"List2",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7518",5,0,"List2",35,20,28,48,5,10.055,9,8,3.38,5.83,1
"7519",6,1,"List1",42,14,10,24,5,8.753,4,8,3.45,7.49,1
"7520",4,0,"List1",82,6,6,12,5,6.922,3,16,4.09,8.7,0
"7521",2,0,"List2",62,22,5,27,4,7.594,6,11,2.43,5.5,1
"7522",2,0,"List1",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7523",6,0,"List2",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7524",2,1,"List1",20,16,4,20,5,8.404,4,15,4.42,7.16,0
"7525",2,0,"List1",8,11,1,12,5,6.763,3,3,4.78,7.58,1
"7526",3,0,"List2",69,16,104,120,5,10.136,4,5,4.76,3.95,0
"7527",4,1,"List2",118,14,6,20,5,8.587,5,7,4.87,4.21,0
"7528",5,0,"List1",47,8,2,10,4,7.343,8,7,3.93,6.68,0
"7529",6,0,"List1",102,9,0,9,4,7.456,12,21,3.54,4.53,0
"7530",5,1,"List2",65,13,42,55,4,9.524,10,24,3.19,7.56,1
"7531",2,0,"List2",32,11,5,16,4,6.387,8,11,4.48,9.95,1
"7532",1,1,"List2",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7533",6,1,"List2",96,11,7,18,5,8.765,3,13,3.19,8.17,0
"7534",2,1,"List2",104,10,10,20,4,8.825,12,16,3.4,10.24,0
"7535",4,0,"List2",34,7,9,16,5,6.061,3,8,2.55,9.64,0
"7536",3,1,"List1",15,11,13,24,4,8.719,5,11,3.27,6.83,1
"7537",3,0,"List2",9,12,5,17,5,7.62,2,11,4.93,6.11,0
"7538",1,1,"List1",85,8,30,38,3,11.851,5,7,4.37,5.37,0
"7539",2,0,"List1",98,12,31,43,4,7.758,11,13,3.14,4.89,0
"7540",4,0,"List2",88,4,3,7,5,6.862,3,4,4.57,7.95,0
"7541",3,1,"List1",93,17,57,74,3,10.491,9,15,2.93,5,0
"7542",3,1,"List1",117,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7543",3,1,"List2",9,10,20,30,4,8.747,13,22,3.13,8.79,1
"7544",5,0,"List2",113,13,42,55,4,9.524,10,24,3.19,7.56,0
"7545",3,0,"List2",45,12,34,46,5,8.722,4,20,2.23,5.11,1
"7546",4,1,"List2",46,1,10,11,4,8.301,9,12,3.38,8.11,1
"7547",3,1,"List1",75,13,7,20,5,7.728,5,13,4.19,6,1
"7548",6,0,"List2",108,7,9,16,5,6.061,3,8,2.55,9.64,1
"7549",6,0,"List2",48,8,4,12,6,8.355,0,7,4.84,4.94,0
"7550",3,0,"List2",81,11,11,22,4,8.371,15,34,3.03,7.47,0
"7551",2,1,"List1",8,14,46,60,3,8.322,9,32,2.52,5.32,0
"7552",6,0,"List1",114,14,10,24,5,8.753,4,8,3.45,7.49,0
"7553",5,0,"List1",95,8,2,10,4,7.343,8,7,3.93,6.68,0
"7554",3,0,"List2",33,16,9,25,4,8.642,14,30,4.56,5.79,0
"7555",4,0,"List1",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7556",4,1,"List2",4,11,5,16,4,6.387,8,11,4.48,9.95,1
"7557",6,1,"List1",48,6,8,14,4,8.977,16,25,4.37,5.53,1
"7558",5,1,"List1",17,14,14,28,5,8.734,3,8,3.62,8.16,1
"7559",5,0,"List1",29,14,5,19,5,6.891,4,5,2.59,10.32,1
"7560",2,1,"List2",38,13,5,18,3,7.291,13,27,4.68,6.8,1
"7561",5,0,"List2",107,1,10,11,4,8.301,9,12,3.38,8.11,0
"7562",5,1,"List2",113,12,6,18,5,8.331,1,22,3.79,6.62,1
"7563",2,1,"List2",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7564",2,1,"List1",80,16,68,84,5,10.88,13,10,4.5,4.76,0
"7565",2,1,"List2",50,14,10,24,4,8.362,8,11,4,4.83,0
"7566",2,1,"List2",50,11,11,22,4,8.371,15,34,3.03,7.47,0
"7567",3,1,"List1",21,13,118,131,4,11.196,10,23,4.07,5.17,1
"7568",2,1,"List2",104,12,22,34,5,8.492,0,2,2.93,8.11,1
"7569",1,1,"List2",7,11,5,16,5,9.906,7,14,4.03,6.94,0
"7570",1,1,"List2",43,12,34,46,5,8.722,4,20,2.23,5.11,0
"7571",1,1,"List2",67,7,6,13,6,5.565,1,0,4.3,8.05,0
"7572",1,0,"List1",25,16,20,36,5,9.474,3,17,4.93,5.05,1
"7573",6,0,"List2",54,16,8,24,6,9.18,2,6,3,8.63,1
"7574",6,1,"List1",96,11,12,23,4,8.438,10,27,4.57,6.05,1
"7575",3,0,"List1",57,15,12,27,4,6.98,15,23,3.96,7.35,0
"7576",2,1,"List2",56,9,4,13,6,7.564,3,3,4.46,10.21,0
"7577",5,0,"List2",5,13,1,14,4,7.622,4,11,4.68,6.81,0
"7578",2,1,"List2",26,22,5,27,4,7.594,6,11,2.43,5.5,0
"7579",6,0,"List1",108,9,0,9,4,7.456,12,21,3.54,4.53,1
"7580",3,1,"List1",75,3,6,9,3,6.486,13,13,3.63,6.21,0
"7581",6,1,"List1",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7582",5,0,"List1",77,8,11,19,4,9.745,14,21,4.31,8.63,1
"7583",6,1,"List2",48,20,28,48,5,10.055,9,8,3.38,5.83,1
"7584",3,1,"List2",39,10,8,18,5,8.921,7,13,4,6.94,1
"7585",3,1,"List2",39,1,10,11,4,8.301,9,12,3.38,8.11,1
"7586",1,1,"List2",19,10,2,12,5,8.053,2,8,1.86,9,0
"7587",6,0,"List2",108,14,3,17,4,7.567,6,33,3.81,7.58,0
"7588",6,0,"List2",96,13,98,111,4,8.969,15,21,1.97,5.83,1
"7589",3,0,"List2",111,16,8,24,6,9.18,2,6,3,8.63,0
"7590",6,1,"List1",78,12,18,30,6,10.954,1,8,4.83,7.06,0
"7591",4,1,"List2",52,15,21,36,5,8.926,9,16,4.56,7.06,0
"7592",2,1,"List2",2,12,4,16,5,5.204,2,25,5,9.74,0
"7593",2,1,"List2",26,13,1,14,4,7.622,4,11,4.68,6.81,0
"7594",2,0,"List2",110,12,4,16,4,8.381,13,27,3.33,7.89,1
"7595",6,0,"List1",72,9,19,28,4,6.741,3,15,3.43,5.79,1
"7596",4,1,"List2",40,11,5,16,4,6.387,8,11,4.48,9.95,0
"7597",1,1,"List1",13,11,8,19,6,7.26,1,5,4.55,11.83,1
"7598",1,1,"List1",61,14,3,17,5,9.054,6,11,3.66,6.84,0
"7599",1,1,"List2",49,10,12,22,5,8.408,4,6,4.14,8.17,1
"7600",2,1,"List1",86,13,7,20,5,7.728,5,13,4.19,6,0
"7601",3,0,"List1",57,15,19,34,4,10.384,5,30,1.86,6.17,1
"7602",3,1,"List1",3,6,32,38,4,8.443,15,24,2.37,8.05,0
"7603",4,1,"List2",28,14,6,20,5,8.587,5,7,4.87,4.21,0
"7604",3,1,"List2",81,9,3,12,3,6.601,13,21,3.43,7.94,1
"7605",4,0,"List1",88,13,17,30,5,8.365,9,9,2.96,4.22,1
"7606",1,1,"List2",103,13,1,14,4,7.622,4,11,4.68,6.81,0
"7607",6,0,"List2",48,11,32,43,4,7.633,6,12,4.86,8.06,0
"7608",6,1,"List2",108,11,11,22,5,7.479,1,3,2.82,6.3,1
"7609",1,1,"List2",97,15,53,68,4,9.211,9,13,3.83,6.16,0
"7610",2,1,"List1",38,14,8,22,5,9.686,1,3,3.75,7.65,0
"7611",2,1,"List2",14,16,8,24,6,9.18,2,6,3,8.63,1
"7612",6,0,"List1",66,12,43,55,5,8.321,1,8,4.89,6.53,1
"7613",1,1,"List1",85,10,9,20,4,8.333,11,15,4.21,6.05,0
"7614",6,0,"List2",96,12,5,17,4,7.291,10,7,3.6,9.58,0
"7615",4,1,"List1",46,9,20,29,4,7.328,1,8,3.15,7.28,1
"7616",1,1,"List1",91,11,9,20,5,8.919,0,1,3.64,8.78,1
"7617",1,1,"List2",109,11,8,19,5,7.31,2,12,4.86,6.53,0
"7618",5,0,"List1",101,11,4,15,4,6.727,4,15,4.61,8.44,0
"7619",2,0,"List2",50,18,11,29,5,7.482,5,18,4.59,5.24,1
"7620",3,0,"List1",57,15,9,24,5,7.302,4,15,4.4,8.5,1
"7621",6,1,"List1",120,16,4,20,5,8.404,4,15,4.42,7.16,0
"7622",4,0,"List1",70,12,43,55,5,8.321,1,8,4.89,6.53,1
"7623",4,1,"List2",10,10,20,30,4,8.747,13,22,3.13,8.79,0
"7624",1,0,"List2",13,14,18,32,4,10.218,12,31,4.34,5.94,0
"7625",1,1,"List2",31,22,11,33,5,8.571,1,15,4.72,6.42,1
"7626",6,0,"List1",90,13,17,30,5,8.365,9,9,2.96,4.22,0
"7627",5,0,"List1",17,17,11,28,4,8.097,12,27,4.85,6.44,1
"7628",1,1,"List1",25,12,43,55,5,8.321,1,8,4.89,6.53,1
"7629",1,1,"List2",31,12,6,18,5,8.331,1,22,3.79,6.62,0
"7630",2,1,"List1",98,11,3,14,6,8.028,2,7,4.32,7.39,0
"7631",2,1,"List2",8,11,15,26,3,9.523,10,22,2.89,7.1,0
"7632",5,0,"List2",83,12,10,22,5,9.604,2,16,3.83,6.21,1
"7633",1,1,"List1",1,12,31,43,4,7.758,11,13,3.14,4.89,1
"7634",1,0,"List2",109,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7635",6,0,"List2",72,7,4,11,4,9.544,9,12,3.85,7.53,0
"7636",3,0,"List1",93,18,4,22,5,7.51,3,6,3.66,8.84,1
"7637",6,1,"List2",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7638",3,1,"List2",63,15,104,120,4,10.136,5,30,4.76,3.95,0
"7639",5,0,"List2",41,14,30,44,3,9.767,18,35,1.85,6.74,1
"7640",5,1,"List2",35,9,2,11,4,8.535,12,8,3.85,10.1,0
"7641",5,0,"List2",17,12,1,13,5,7.65,2,10,4.41,9.42,0
"7642",4,1,"List2",94,12,17,29,3,8.83,14,27,4.21,6.17,1
"7643",5,0,"List1",101,13,7,20,5,7.728,5,13,4.19,6,0
"7644",4,1,"List2",100,10,20,30,4,8.747,13,22,3.13,8.79,0
"7645",5,0,"List2",77,12,10,22,5,9.604,2,16,3.83,6.21,0
"7646",4,1,"List2",52,20,28,48,5,10.055,9,8,3.38,5.83,0
"7647",6,0,"List2",6,14,8,22,4,7.705,13,31,4.84,5.83,0
"7648",1,1,"List2",67,12,0,12,4,8.51,8,14,3.17,3.05,0
"7649",4,1,"List1",76,11,2,13,4,9.633,5,13,4.36,7.56,1
"7650",1,1,"List2",103,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7651",1,0,"List2",61,11,3,14,4,6.45,3,9,2.27,9.28,0
"7652",3,1,"List2",15,10,9,19,4,8.333,11,15,4.21,4.89,0
"7653",5,0,"List1",29,14,3,17,5,9.054,6,11,3.66,6.84,0
"7654",1,1,"List2",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7655",1,1,"List1",55,16,3,19,4,7.148,1,20,3.1,9.26,0
"7656",4,0,"List1",94,13,48,61,4,9.813,4,27,4.97,6.67,1
"7657",6,0,"List1",12,5,3,8,4,7.682,3,29,4.63,8.53,0
"7658",3,0,"List1",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7659",5,0,"List1",23,11,8,19,6,7.26,1,5,4.55,11.83,0
"7660",3,0,"List2",3,10,8,18,4,8.498,11,25,4.13,4.95,1
"7661",4,1,"List1",88,8,5,13,5,9.806,2,4,4,8.53,0
"7662",6,1,"List2",6,9,22,30,5,7.328,2,12,3.97,5.79,1
"7663",3,1,"List1",63,12,10,22,4,9.414,6,24,3.5,7.32,0
"7664",1,1,"List2",55,13,8,21,4,9.769,11,12,4.8,7.17,0
"7665",2,0,"List2",68,4,3,7,5,6.862,3,4,4.57,7.95,0
"7666",6,1,"List2",30,10,8,18,4,8.498,11,25,4.13,4.95,1
"7667",2,1,"List2",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7668",2,1,"List1",56,16,11,27,4,9.609,10,17,4.86,6.37,0
"7669",1,1,"List1",109,17,11,28,3,8.307,6,8,4.37,5.79,1
"7670",1,1,"List2",61,12,34,46,5,8.722,4,20,2.23,5.11,1
"7671",1,1,"List1",7,16,3,19,4,7.148,1,20,3.1,9.26,0
"7672",5,0,"List2",11,19,3,22,6,8.515,2,6,3.73,8.076,0
"7673",1,1,"List2",79,7,3,10,4,8.824,11,27,4.67,7.68,1
"7674",5,0,"List1",29,14,3,17,5,9.054,6,11,3.66,6.84,1
"7675",6,0,"List2",12,15,4,19,4,7.567,6,11,4.4,6,1
"7676",1,0,"List1",73,12,43,55,5,8.321,1,8,4.89,6.53,0
"7677",6,0,"List1",60,8,4,12,5,8.3,1,3,3.04,7.79,1
"7678",2,1,"List1",26,14,45,59,3,9.608,12,34,4.81,4.74,0
"7679",4,0,"List1",100,8,11,19,4,9.745,14,21,4.31,8.63,1
"7680",4,0,"List2",88,10,20,30,4,8.747,13,22,3.13,8.79,1
"7681",5,1,"List2",113,11,5,16,5,9.906,7,14,4.03,6.94,0
"7682",3,1,"List1",63,7,33,40,5,8.352,4,15,5,5.26,1
"7683",2,1,"List2",32,12,4,16,6,7.851,1,5,2.46,8.37,1
"7684",6,1,"List2",66,7,19,26,4,9.038,10,33,4.2,7.11,1
"7685",2,1,"List2",44,13,8,21,4,9.769,11,12,4.8,7.17,0
"7686",3,0,"List2",33,7,9,16,4,7.191,14,36,4.41,6.8,1
"7687",5,1,"List2",77,12,3,15,5,5.204,2,25,5,9.74,1
"7688",6,0,"List1",78,11,2,13,5,10.017,5,9,2.38,7.17,1
"7689",5,0,"List1",89,12,3,15,5,7.74,1,9,4.34,8.35,1
"7690",2,0,"List2",68,14,3,17,5,7.509,5,13,4.68,6.776,1
"7691",3,1,"List2",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7692",2,1,"List1",110,14,5,19,5,6.891,4,5,2.59,10.32,0
"7693",6,1,"List2",60,13,1,14,5,7.65,3,10,4.41,9.42,1
"7694",4,1,"List2",34,10,12,22,5,8.408,4,6,4.14,8.17,1
"7695",5,0,"List1",83,11,1,12,5,6.763,3,3,4.78,7.58,0
"7696",1,1,"List1",13,16,3,19,4,7.148,1,20,3.1,9.26,0
"7697",3,0,"List2",21,19,4,23,5,9.285,3,4,3.74,9.83,1
"7698",3,1,"List2",81,15,104,120,4,10.136,5,30,4.76,3.95,0
"7699",6,1,"List2",114,10,8,18,5,8.921,7,13,4,6.94,0
"7700",6,1,"List2",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7701",6,0,"List1",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7702",4,0,"List2",100,12,4,16,4,8.381,13,27,3.33,7.89,1
"7703",1,1,"List2",67,19,3,22,6,8.515,2,6,3.73,8.076,0
"7704",3,0,"List2",99,19,4,23,5,9.285,3,4,3.74,9.83,0
"7705",4,0,"List1",118,14,8,22,5,9.686,1,3,3.75,7.65,1
"7706",6,1,"List2",48,11,7,18,5,8.765,3,13,3.19,8.17,1
"7707",3,1,"List1",45,11,12,23,4,8.438,10,27,4.57,6.05,1
"7708",1,1,"List2",37,15,21,36,5,8.926,9,16,4.56,7.06,1
"7709",4,1,"List2",118,19,3,22,6,8.515,2,6,3.73,8.076,0
"7710",3,0,"List1",105,13,48,61,4,9.813,4,27,4.97,6.67,0
"7711",5,0,"List2",71,13,4,17,3,9.216,3,14,4.64,7.52,0
"7712",1,1,"List2",103,7,11,18,4,7.191,14,31,4.68,6.8,0
"7713",4,0,"List1",34,11,8,19,6,7.26,1,5,4.55,11.83,1
"7714",3,1,"List1",75,3,6,9,3,6.486,13,13,3.63,6.21,0
"7715",4,0,"List1",112,16,4,20,5,8.404,4,15,4.42,7.16,1
"7716",4,0,"List2",28,12,22,34,5,8.492,0,2,2.93,8.11,0
"7717",1,1,"List1",7,6,13,18,5,8.185,4,19,2.89,6.4,1
"7718",5,1,"List2",35,11,11,22,5,7.479,1,3,2.82,6.3,0
"7719",4,0,"List2",16,10,10,20,4,8.825,12,16,3.4,10.24,0
"7720",1,1,"List1",103,13,118,131,4,11.196,10,23,4.07,5.17,1
"7721",4,0,"List2",4,13,4,17,4,8.345,10,17,2.89,5.74,0
"7722",6,0,"List1",102,17,57,74,3,10.491,9,15,2.93,5,1
"7723",5,0,"List2",89,18,12,30,5,7.993,2,16,3.97,6.11,0
"7724",3,1,"List2",45,12,17,29,3,8.83,14,27,4.21,6.17,0
"7725",6,0,"List2",72,7,3,10,4,8.824,11,27,4.67,7.68,1
"7726",6,1,"List2",102,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7727",4,1,"List1",58,15,19,34,4,10.384,5,30,1.86,6.17,1
"7728",5,0,"List1",5,12,36,48,6,10.314,5,15,3.9,7.47,0
"7729",5,0,"List2",59,14,3,17,5,7.509,5,13,4.68,6.776,1
"7730",6,0,"List2",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7731",6,1,"List1",114,13,7,20,4,8.039,14,16,4.72,4.67,0
"7732",5,0,"List2",59,18,12,30,5,7.993,2,16,3.97,6.11,0
"7733",4,1,"List1",58,15,2,17,7,5.948,0,3,3.77,8.17,1
"7734",1,0,"List1",37,5,3,8,4,6.762,1,4,3.85,7.3,1
"7735",5,0,"List1",89,11,2,13,5,10.017,5,9,2.38,7.17,1
"7736",2,0,"List1",44,16,16,32,4,8.931,9,17,4.88,5.5,1
"7737",2,0,"List1",86,14,3,17,5,9.054,6,11,3.66,6.84,0
"7738",3,1,"List1",15,11,13,24,4,8.719,5,11,3.27,6.83,0
"7739",5,1,"List1",77,15,9,24,5,7.302,4,15,4.4,8.5,1
"7740",1,1,"List2",37,10,8,18,4,8.498,11,25,4.13,4.95,0
"7741",1,1,"List1",43,11,12,23,4,8.825,12,27,4.2,8.63,0
"7742",2,1,"List2",20,11,17,28,4,7.65,3,4,2.85,8,0
"7743",3,1,"List2",81,6,17,23,4,9.955,9,13,3.72,7.4,0
"7744",1,1,"List1",85,13,11,24,3,8.813,16,20,3.92,8.22,0
"7745",2,1,"List1",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7746",1,0,"List2",115,10,3,13,4,8.331,8,12,3.46,11.05,0
"7747",5,0,"List2",41,19,3,22,6,8.515,2,6,3.73,8.076,0
"7748",1,1,"List2",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7749",4,1,"List2",118,16,1,17,4,7.174,14,22,2.04,7.58,1
"7750",4,0,"List2",70,1,10,11,4,8.301,9,12,3.38,8.11,1
"7751",1,1,"List1",7,6,2,9,5,6.232,5,14,2.65,8.95,0
"7752",6,0,"List2",6,13,4,17,3,9.216,3,14,4.64,7.52,1
"7753",3,1,"List1",9,7,1,8,5,6.232,5,14,2.65,9.25,0
"7754",6,0,"List2",48,13,5,18,3,7.291,13,27,4.68,6.8,0
"7755",6,0,"List2",120,7,0,7,5,8.659,4,8,2.88,4,0
"7756",1,1,"List2",25,11,3,14,4,6.45,3,9,2.27,9.28,1
"7757",6,1,"List1",30,12,17,29,4,10.8,8,8,2.15,4.22,0
"7758",1,1,"List1",61,14,46,60,3,8.322,9,32,2.52,5.32,0
"7759",4,1,"List2",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7760",2,1,"List2",2,14,10,24,4,8.362,8,11,4,4.83,1
"7761",4,0,"List2",22,11,5,16,4,6.387,8,11,4.48,9.95,0
"7762",2,1,"List2",26,13,10,23,4,9.051,4,35,3.89,7.39,0
"7763",5,1,"List1",29,9,37,46,5,10.106,8,13,5,4.42,0
"7764",3,0,"List1",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7765",4,0,"List1",118,16,3,19,4,7.591,13,28,3.86,9.72,0
"7766",4,0,"List1",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7767",1,1,"List1",61,14,3,17,5,9.437,6,17,3.82,6.72,0
"7768",4,0,"List1",22,7,33,40,5,8.352,4,15,5,5.26,0
"7769",6,0,"List2",90,7,3,10,5,8.293,0,5,3.64,8.15,1
"7770",3,1,"List2",111,14,3,17,4,8.345,12,17,2.89,5.74,1
"7771",2,1,"List2",104,11,5,16,5,9.906,7,14,4.03,6.94,0
"7772",4,1,"List2",46,11,3,14,4,6.45,3,9,2.27,9.28,0
"7773",1,1,"List2",73,12,34,46,5,8.722,4,20,2.23,5.11,0
"7774",5,0,"List1",119,6,12,18,5,8.185,4,19,2.89,6.4,0
"7775",3,0,"List1",81,14,3,17,5,9.437,6,17,3.82,6.72,1
"7776",2,1,"List2",104,18,11,29,5,7.482,5,18,4.59,5.24,0
"7777",1,1,"List2",31,14,22,36,5,9.685,0,15,4.04,6.25,0
"7778",1,1,"List1",61,14,3,17,5,9.437,6,17,3.82,6.72,0
"7779",1,1,"List2",115,7,6,13,6,5.565,1,0,4.3,8.05,0
"7780",6,1,"List1",72,16,4,20,5,8.404,4,15,4.42,7.16,0
"7781",3,1,"List1",9,11,12,23,4,8.438,10,27,4.57,6.05,0
"7782",4,0,"List2",76,17,96,113,3,10.764,13,24,4.83,5.58,1
"7783",5,0,"List2",11,8,3,11,4,7.92,8,33,4.14,9.12,1
"7784",2,1,"List1",92,13,4,17,5,7.024,3,5,3.44,9.74,1
"7785",4,0,"List1",58,20,2,22,5,8.338,5,11,2.63,8.95,1
"7786",5,0,"List2",113,9,3,12,3,9.372,17,30,4.17,7.42,0
"7787",6,1,"List2",114,15,21,36,5,8.926,9,16,4.56,7.06,0
"7788",5,0,"List2",53,10,8,18,4,8.498,11,25,4.13,4.95,0
"7789",5,0,"List1",101,13,13,26,5,7.878,2,7,2.82,5.83,0
"7790",2,1,"List1",68,17,11,28,3,8.307,6,8,4.37,5.79,0
"7791",4,0,"List1",10,11,12,23,4,8.438,10,27,4.57,6.05,1
"7792",4,1,"List2",106,14,8,22,5,9.164,2,3,4.81,6.65,1
"7793",1,1,"List2",97,13,14,27,5,8.828,4,4,4.7,6.33,1
"7794",3,0,"List1",81,12,36,48,6,10.314,5,15,3.9,7.47,0
"7795",4,1,"List2",64,10,8,18,6,7.627,0,2,4.56,9,0
"7796",4,0,"List2",10,9,15,24,5,8.27,1,10,2.7,8.39,1
"7797",3,1,"List2",39,9,2,11,4,8.535,12,8,3.85,10.1,0
"7798",6,0,"List2",6,16,2,18,5,7.01,3,3,3.56,8.79,0
"7799",3,1,"List2",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7800",1,1,"List1",19,8,2,10,4,7.343,8,7,3.93,6.68,0
"7801",6,0,"List2",36,16,2,18,5,7.01,3,3,3.56,8.79,0
"7802",6,0,"List1",102,9,59,68,4,9.429,2,31,2.36,4.5,0
"7803",5,0,"List2",11,13,4,17,6,7.863,1,2,2.61,7.17,0
"7804",2,0,"List1",98,14,2,16,4,6.989,13,27,4.5,7.6,0
"7805",4,1,"List1",112,20,2,22,5,8.338,5,11,2.63,8.95,0
"7806",2,1,"List2",38,16,10,26,4,8.728,4,23,4.73,11.05,1
"7807",3,0,"List1",75,14,18,32,5,7.529,6,19,4.9,5.53,1
"7808",4,0,"List1",118,16,3,19,4,7.591,13,28,3.86,9.72,1
"7809",4,0,"List2",100,9,2,11,4,8.535,12,8,3.85,10.1,0
"7810",4,0,"List1",34,18,12,30,4,10.294,16,36,2.25,5.55,0
"7811",1,1,"List1",103,16,68,84,5,10.88,13,10,4.5,4.76,0
"7812",2,1,"List1",32,11,4,15,4,8.079,5,24,3.83,5.55,1
"7813",3,1,"List1",45,11,4,15,4,8.079,5,24,3.83,5.55,1
"7814",4,1,"List1",82,16,16,32,4,8.931,9,17,4.88,5.5,0
"7815",6,1,"List1",84,17,6,23,4,8.582,9,13,2.48,8.05,1
"7816",2,1,"List2",62,10,11,21,4,9.05,11,1,2.41,9.58,1
"7817",6,1,"List2",120,15,53,68,4,9.211,9,13,3.83,6.16,0
