parcelid,logerror,transactiondate
11163868,-0.008,2016-08-16
12541129,-0.0263,2016-08-16
10920473,-0.0182,2016-08-16
13088527,0.0334,2016-08-16
13093301,0.002,2016-08-16
14268746,0.0478,2016-08-16
12019961,0.0723,2016-08-16
17163749,-0.0481,2016-08-16
13954409,0.0188,2016-08-16
12504894,-0.0274,2016-08-16
11759350,-0.0987,2016-08-16
13051635,-0.004,2016-08-16
13010577,0.0383,2016-08-16
11163664,0.004,2016-08-16
10859179,0.0431,2016-08-16
17217319,-0.0161,2016-08-16
17208435,0.0,2016-08-16
12684858,0.3379,2016-08-16
10995789,0.0971,2016-08-16
10913817,0.1319,2016-08-16
11322930,0.0469,2016-08-16
10855992,0.009,2016-08-16
10738983,0.0149,2016-08-16
14224477,-0.004,2016-08-16
10824002,0.1613,2016-08-16
14739363,0.003,2016-08-16
13898421,0.0573,2016-08-16
17229249,-0.007,2016-08-16
11502476,0.007,2016-08-16
14092687,-0.0161,2016-08-16
12641744,-0.0212,2016-08-16
10855538,0.0325,2016-08-16
11815760,0.1964,2016-08-16
12829102,-0.044,2016-08-16
14671977,-0.003,2016-08-16
11057295,0.0266,2016-08-16
11470111,-0.0715,2016-08-16
14705068,-0.006,2016-08-16
12323801,0.0129,2016-08-16
11002280,-0.0481,2016-08-16
14309133,0.0119,2016-08-16
12450173,-0.0253,2016-08-16
10793901,-0.0121,2016-08-16
14005130,0.005,2016-08-16
17183544,-0.1098,2016-08-16
10955431,-0.1244,2016-08-16
14647074,0.01,2016-08-16
12902463,0.002,2016-08-16
12902350,0.0315,2016-08-16
12466482,-0.0877,2016-08-16
12534214,-0.0222,2016-08-16
11280415,-0.0502,2016-08-16
11541140,-0.0274,2016-08-16
11173541,0.0286,2016-08-16
17215875,0.01,2016-08-16
13925865,-0.2863,2016-08-16
11475174,0.0276,2016-08-16
12429983,0.0119,2016-08-16
12298210,0.0198,2016-08-16
17228551,-0.009,2016-08-16
11464356,0.1124,2016-08-16
11596901,-0.0619,2016-08-16
11389302,-0.1165,2016-08-16
11738165,-0.0545,2016-08-16
12769762,0.1723,2016-08-16
13922477,-0.0243,2016-08-16
12914153,-0.007,2016-08-16
12174137,0.145,2016-08-16
11173301,0.0247,2016-08-16
11504968,0.0247,2016-08-16
12321943,0.045,2016-08-16
11561645,-0.0212,2016-08-16
17178303,-0.0694,2016-08-16
17209486,0.006,2016-08-16
14625028,0.0129,2016-08-16
11983540,-0.3216,2016-08-16
12793335,0.0178,2016-08-16
17119027,0.0677,2016-08-16
17106817,0.0507,2016-08-16
17088164,0.0354,2016-08-16
14223014,0.0188,2016-08-16
12104996,0.0178,2016-08-16
12458323,0.131,2016-08-16
12153283,0.2731,2016-08-16
11691505,0.0421,2016-08-16
11062728,0.0611,2016-08-16
10798352,0.0149,2016-08-16
11994134,0.0363,2016-08-16
12242644,-0.0121,2016-08-16
14237185,0.0129,2016-08-16
12549758,0.0139,2016-08-16
10837531,0.1151,2016-08-16
12260166,-0.0921,2016-08-16
12398354,0.163,2016-08-16
11751088,-0.405,2016-08-16
17105874,0.0516,2016-08-16
11905621,-0.0377,2016-08-16
11483882,0.0247,2016-08-16
10845021,-0.0315,2016-08-16
12868197,-0.0294,2016-08-16
11935802,-0.0419,2016-08-16
14117150,-0.005,2016-08-16
12770395,0.003,2016-08-16
11756286,-0.0704,2016-08-16
14036462,0.0325,2016-08-16
14609611,0.1856,2016-08-16
12688599,-0.0171,2016-08-16
12397381,-0.0243,2016-08-16
11914497,-0.0212,2016-08-16
14151331,0.001,2016-08-16
12624041,-0.0243,2016-08-16
12045051,0.009,2016-08-16
14721097,-0.0141,2016-08-16
14362427,-0.004,2016-08-16
12914117,-0.0111,2016-08-16
14024706,0.1476,2016-08-16
12132951,-0.0161,2016-08-16
14089880,-0.0192,2016-08-16
10727766,0.001,2016-08-16
11614373,0.1484,2016-08-16
14183323,-0.007,2016-08-16
17255794,-0.0101,2016-08-16
11038988,-0.0131,2016-08-16
11112914,-0.0608,2016-08-16
12623913,0.003,2016-08-16
10725959,-0.1462,2016-08-16
12333342,0.0488,2016-08-16
11660338,-0.0823,2016-08-16
13949203,0.0402,2016-08-16
12848695,0.008,2016-08-16
12867799,0.0373,2016-08-16
17106994,0.0109,2016-08-16
14174288,0.0169,2016-08-16
14217453,0.009,2016-08-16
11202758,-0.0502,2016-08-16
12544617,-0.003,2016-08-16
17187944,0.0237,2016-08-16
17221435,0.0354,2016-08-16
11857043,0.009,2016-08-16
14169863,-0.0192,2016-08-16
17113861,-0.2182,2016-08-16
14476939,0.0334,2016-08-16
12322620,-0.0233,2016-08-16
10961588,0.062,2016-08-16
14433866,-0.0222,2016-08-16
11199803,-0.0151,2016-08-16
13901112,0.0208,2016-08-16
11173739,-0.1393,2016-08-16
13024292,-0.009,2016-08-16
11724609,0.0602,2016-08-16
11839408,0.0853,2016-08-16
14738134,0.0354,2016-08-16
11493540,-0.0171,2016-08-16
12891587,-0.0202,2016-08-16
14476629,0.005,2016-08-16
11425087,0.002,2016-08-16
12734259,0.0188,2016-08-16
14348798,-0.121,2016-08-16
12895598,-0.0222,2016-08-16
11698866,0.0257,2016-08-16
14604795,-0.009,2016-08-16
17141836,0.0286,2016-08-16
11281201,-0.0856,2016-08-16
13002742,-0.0131,2016-08-16
10796543,0.2095,2016-08-16
13001058,-0.004,2016-08-16
11633962,0.0478,2016-08-16
17293122,0.0825,2016-08-16
12150646,0.0159,2016-08-16
10792661,0.004,2016-08-16
10962625,0.0705,2016-08-16
11903376,0.0257,2016-08-16
14302299,0.0169,2016-08-16
13915771,0.0305,2016-08-16
11017369,-0.0387,2016-08-16
12137644,0.0507,2016-08-16
13068988,0.0149,2016-08-16
14748812,0.008,2016-08-16
17159115,-0.002,2016-08-16
11121686,0.0,2016-08-16
11727778,0.006,2016-08-16
17204359,-0.0111,2016-08-16
12642731,-0.0294,2016-08-16
12086342,0.0237,2016-08-16
11121254,0.0227,2016-08-16
10805468,-0.1132,2016-08-16
14627504,0.0169,2016-08-16
10755476,0.0411,2016-08-16
14310273,0.0695,2016-08-16
10726832,-0.0823,2016-08-16
13904857,-0.0131,2016-08-16
12334929,-0.0111,2016-08-16
12809018,-0.1485,2016-08-16
14011465,0.008,2016-08-16
11125943,0.0276,2016-08-16
14747124,-0.1393,2016-08-16
14320846,-0.002,2016-08-16
12903551,0.005,2016-08-16
14103122,0.1017,2016-08-16
14199465,-0.0141,2016-08-16
14375649,-0.009,2016-08-16
14078155,0.006,2016-08-16
10794103,0.0188,2016-08-16
10909492,-0.0263,2016-08-16
10737732,-0.0987,2016-08-16
14740341,0.0188,2016-08-16
12506684,0.001,2016-08-16
11459287,-0.1054,2016-08-16
12304381,0.01,2016-08-16
12583944,-0.0812,2016-08-16
10813361,-0.1912,2016-08-16
12190179,-0.543,2016-08-16
12059413,-0.0387,2016-08-16
11161288,-0.0212,2016-08-16
17192273,0.0247,2016-08-16
12073185,-0.1532,2016-08-16
17200469,0.0169,2016-08-16
11205057,-0.0294,2016-08-16
12813232,0.0296,2016-08-16
14291720,0.0237,2016-08-16
12377007,0.0459,2016-08-16
11168742,-0.045,2016-08-16
12670993,-0.002,2016-08-16
11862201,0.063,2016-08-16
11126072,-0.0222,2016-08-16
10717908,-0.002,2016-08-16
12789982,0.002,2016-08-16
10791735,0.2593,2016-08-16
12646634,0.0431,2016-08-16
11300610,-0.1154,2016-08-16
12571659,0.1089,2016-08-16
14367303,0.008,2016-08-16
14718598,0.0421,2016-08-16
14186941,0.003,2016-08-16
14704116,0.045,2016-08-16
14038257,0.0257,2016-08-16
10868724,0.1389,2016-08-16
11451131,-0.0161,2016-08-16
11835244,-0.0325,2016-08-16
11243161,-0.0294,2016-08-16
14754735,-0.0284,2016-08-16
10988579,0.003,2016-08-16
14337684,-0.002,2016-08-16
12447830,0.0286,2016-08-16
10797278,0.0276,2016-08-16
13000822,-0.0408,2016-08-16
12176326,0.0178,2016-08-16
12170171,0.0834,2016-08-16
10737851,-0.0202,2016-08-16
14724715,-0.0419,2016-08-16
11683516,0.3764,2016-08-16
11580894,-0.172,2016-08-17
12101963,-0.0758,2016-08-17
11249869,-0.007,2016-08-17
11453312,-0.0523,2016-08-17
13985462,0.0611,2016-08-17
13963033,0.2175,2016-08-17
12676605,-0.0233,2016-08-17
14059864,-0.0263,2016-08-17
10781620,1.061,2016-08-17
14381122,0.7885,2016-08-17
14024551,0.0198,2016-08-17
12654542,-0.004,2016-08-17
11030365,0.0149,2016-08-17
14066117,0.0488,2016-08-17
14275692,0.0583,2016-08-17
14234666,0.0188,2016-08-17
12091929,0.2111,2016-08-17
12748927,0.0129,2016-08-17
12580202,0.0325,2016-08-17
14696684,-0.0336,2016-08-17
14403735,0.062,2016-08-17
12651944,-0.0367,2016-08-17
12879731,-0.0356,2016-08-17
12800793,0.0545,2016-08-17
14218369,0.0227,2016-08-17
10718948,-0.0336,2016-08-17
12509559,-0.0747,2016-08-17
12662522,0.1939,2016-08-17
11072425,0.0573,2016-08-17
11069286,-0.004,2016-08-17
12051678,-0.0171,2016-08-17
14709144,-0.0233,2016-08-17
11217117,-0.0121,2016-08-17
17205769,0.0592,2016-08-17
14684735,-0.0222,2016-08-17
10727801,-0.005,2016-08-17
14437762,0.0459,2016-08-17
13961126,0.0237,2016-08-17
12979279,-0.0263,2016-08-17
13860659,0.0998,2016-08-17
11318977,-0.2194,2016-08-17
11458796,0.0392,2016-08-17
17173111,0.1587,2016-08-17
11067262,-0.0161,2016-08-17
11185280,0.0257,2016-08-17
14384049,-0.0305,2016-08-17
14394130,-0.0513,2016-08-17
12183942,0.1398,2016-08-17
14120512,0.0459,2016-08-17
14250632,0.0237,2016-08-17
14188214,-0.0325,2016-08-17
14627010,0.045,2016-08-17
11661563,0.0583,2016-08-17
17282063,0.1484,2016-08-17
12237965,0.0779,2016-08-17
12599923,-0.0346,2016-08-17
10727865,0.25,2016-08-17
17157948,0.008,2016-08-17
14161151,0.0237,2016-08-17
10780032,0.0667,2016-08-17
12597839,0.267,2016-08-17
14293995,0.0507,2016-08-17
12000404,0.0208,2016-08-17
12940638,0.0266,2016-08-17
13860508,0.001,2016-08-17
17250416,0.0315,2016-08-17
10858874,0.0695,2016-08-17
10876356,-0.351,2016-08-17
11393822,-0.0222,2016-08-17
11678706,0.1133,2016-08-17
17193953,0.0392,2016-08-17
14731089,0.0677,2016-08-17
17096974,-0.0141,2016-08-17
12428635,-0.0704,2016-08-17
10897757,-0.0823,2016-08-17
14596858,0.0198,2016-08-17
11842330,0.6382,2016-08-17
12152291,0.0497,2016-08-17
11142251,-0.0121,2016-08-17
17233436,-0.0419,2016-08-17
10727655,0.0109,2016-08-17
12975158,-0.0253,2016-08-17
11110621,-0.0429,2016-08-17
12653770,-0.0377,2016-08-17
12546419,0.0208,2016-08-17
12000743,-0.0398,2016-08-17
13862590,0.0373,2016-08-17
10965088,-0.1132,2016-08-17
10965265,-0.0398,2016-08-17
10910460,-0.0182,2016-08-17
12550742,-0.001,2016-08-17
14275653,0.1596,2016-08-17
17226771,0.1865,2016-08-17
14412833,0.005,2016-08-17
11484364,-0.0398,2016-08-17
14173959,0.01,2016-08-17
13848264,-0.121,2016-08-17
14276928,0.1655,2016-08-17
11518542,0.001,2016-08-17
11184969,-0.0101,2016-08-17
17260755,0.0373,2016-08-17
12430404,-0.005,2016-08-17
14464000,0.0344,2016-08-17
11599144,-0.0576,2016-08-17
17134288,0.0296,2016-08-17
14672442,-0.1578,2016-08-17
11500640,0.0478,2016-08-17
14304698,0.0459,2016-08-17
12825523,0.0218,2016-08-17
13865759,0.0459,2016-08-17
11854320,0.0488,2016-08-17
10830118,0.0325,2016-08-17
14402755,0.1613,2016-08-17
11187777,-0.005,2016-08-17
11742461,0.2554,2016-08-17
11978998,-0.0202,2016-08-17
12060998,0.0119,2016-08-17
14637416,-0.004,2016-08-17
11154452,0.004,2016-08-17
12790667,-0.0545,2016-08-17
12852820,-0.004,2016-08-17
14254680,-0.008,2016-08-17
14426767,-0.0954,2016-08-17
14235169,0.005,2016-08-17
11248218,-0.1087,2016-08-17
12952550,-0.002,2016-08-17
11304017,0.0139,2016-08-17
13022645,-0.004,2016-08-17
14530781,0.0198,2016-08-17
12810792,-0.0284,2016-08-17
11061842,-0.0429,2016-08-17
12410524,0.0658,2016-08-17
10775273,0.045,2016-08-17
12322665,-0.0408,2016-08-17
12934780,0.0363,2016-08-17
12010648,0.0237,2016-08-17
12163715,0.3639,2016-08-17
12103343,-0.0492,2016-08-17
14498450,0.0149,2016-08-17
14729295,-0.152,2016-08-17
11630702,0.1035,2016-08-17
10907607,0.044,2016-08-17
12506446,0.0,2016-08-17
11173060,0.1389,2016-08-17
11119805,-0.0253,2016-08-17
12953750,0.8536,2016-08-17
10929271,0.0497,2016-08-17
11658126,0.1856,2016-08-17
10903513,0.008,2016-08-17
11494522,-0.0151,2016-08-17
11896480,0.8127,2016-08-17
11550583,-0.1098,2016-08-17
12453707,-0.0356,2016-08-17
12866062,0.007,2016-08-17
14615402,-0.001,2016-08-17
11602671,-0.0747,2016-08-17
11900793,-0.0419,2016-08-17
11569125,0.0658,2016-08-17
11513897,0.0383,2016-08-17
14298820,0.063,2016-08-17
13025590,0.0296,2016-08-17
14674638,0.0554,2016-08-17
10980771,-0.0758,2016-08-17
11528571,0.1062,2016-08-17
11045359,0.003,2016-08-17
14655961,0.0315,2016-08-17
14489722,0.0208,2016-08-17
10859751,-0.0726,2016-08-17
11087287,0.0478,2016-08-17
12114343,0.0237,2016-08-17
14473537,0.0119,2016-08-17
13883538,-0.0101,2016-08-17
14469180,-0.006,2016-08-17
13957949,-0.0294,2016-08-17
12768999,0.0469,2016-08-17
10989221,0.003,2016-08-17
10861687,0.0459,2016-08-17
14741521,0.0535,2016-08-17
13925908,0.0411,2016-08-17
11571855,0.003,2016-08-17
14327369,0.0545,2016-08-17
14006312,-0.046,2016-08-17
14134287,-0.009,2016-08-17
12710923,0.0139,2016-08-17
14128824,-0.004,2016-08-17
12644306,-0.007,2016-08-17
11408005,-0.0758,2016-08-17
10809994,0.1213,2016-08-17
10725590,-0.0131,2016-08-17
14651022,-0.1779,2016-08-17
17104442,0.1222,2016-08-17
14697209,-0.0346,2016-08-17
11602309,-0.1578,2016-08-17
10875125,0.0354,2016-08-17
12849390,-0.0629,2016-08-17
17176834,0.0373,2016-08-17
14226938,0.0392,2016-08-17
10720921,-0.006,2016-08-17
11294934,0.045,2016-08-17
13018198,0.0325,2016-08-17
13018072,-0.0111,2016-08-17
11241057,0.0227,2016-08-17
14353770,-0.0233,2016-08-17
14632540,-0.0131,2016-08-17
11097672,0.0516,2016-08-17
12400212,-0.1404,2016-08-17
12888131,-0.0683,2016-08-17
17143605,-0.0408,2016-08-17
12691108,0.0383,2016-08-17
12373235,-0.064,2016-08-17
12529645,-0.0587,2016-08-17
11025395,0.0266,2016-08-17
14673926,-0.0121,2016-08-17
11631928,0.2776,2016-08-17
12481347,0.0198,2016-08-17
17271588,0.009,2016-08-17
12228774,-0.102,2016-08-17
11170494,-0.005,2016-08-17
11803302,-0.0336,2016-08-17
12526980,-0.0151,2016-08-17
13065825,-0.0141,2016-08-17
12807152,-0.0812,2016-08-17
12449574,0.0392,2016-08-17
11439644,0.0276,2016-08-17
10932285,-0.0587,2016-08-17
11566033,-0.008,2016-08-17
14045062,-0.0131,2016-08-17
14642652,0.2183,2016-08-17
11632632,0.0583,2016-08-17
10868068,0.124,2016-08-17
11100781,-0.1613,2016-08-17
17102646,0.1371,2016-08-17
10971874,-0.0471,2016-08-17
12381081,0.0363,2016-08-17
10802920,0.0247,2016-08-17
11538655,0.0149,2016-08-17
12449278,0.001,2016-08-17
12727485,0.004,2016-08-17
11046151,0.009,2016-08-17
17261372,-0.0758,2016-08-17
12100129,-0.0346,2016-08-17
10933274,0.044,2016-08-17
10772399,-0.0233,2016-08-17
13086218,0.045,2016-08-17
10971349,0.0497,2016-08-17
10736657,0.0119,2016-08-17
14207096,0.0169,2016-08-17
17144356,-0.0121,2016-08-17
14478798,0.0,2016-08-17
14735768,0.0188,2016-08-17
17244895,0.0908,2016-08-17
12789757,-0.137,2016-08-17
14732397,0.0198,2016-08-17
12164164,0.0218,2016-08-17
13973812,-0.001,2016-08-17
14441946,0.009,2016-08-17
17229183,-0.009,2016-08-17
12787305,-0.1233,2016-08-17
11890452,-0.0555,2016-08-17
14046133,0.0276,2016-08-17
14410063,-0.0325,2016-08-17
12787594,-0.0576,2016-08-17
12729454,0.0344,2016-08-17
17059714,0.0677,2016-08-17
14223760,0.0296,2016-08-17
12729550,0.0742,2016-08-17
11811889,-0.1543,2016-08-17
17155723,-0.196,2016-08-17
14487842,0.002,2016-08-17
11168853,0.007,2016-08-17
14223681,0.002,2016-08-17
17102984,0.257,2016-08-17
13836628,-0.003,2016-08-17
17286320,-0.0233,2016-08-17
14083463,0.0516,2016-08-17
11058402,0.1035,2016-08-17
14189970,0.0276,2016-08-17
14455454,0.0363,2016-08-17
17204247,-0.0683,2016-08-17
10784390,-0.0111,2016-08-17
11286565,-0.3425,2016-08-17
17264763,0.01,2016-08-17
12071038,-0.002,2016-08-17
13093140,0.0677,2016-08-17
11471645,0.3082,2016-08-17
17077258,0.0695,2016-08-17
12070850,-0.007,2016-08-17
12505774,0.0109,2016-08-17
11179956,0.062,2016-08-17
12928802,0.0363,2016-08-17
10967552,0.003,2016-08-17
14724518,-0.004,2016-08-17
13981475,-0.0954,2016-08-17
13949188,-0.006,2016-08-17
17246431,-0.0408,2016-08-17
17268151,-0.0111,2016-08-17
11450200,0.0373,2016-08-17
10831450,-0.0481,2016-08-17
13060058,0.0169,2016-08-17
11051559,-0.0336,2016-08-17
12198814,-0.0253,2016-08-17
14749162,0.005,2016-08-17
11346033,0.0,2016-08-17
14651260,-0.0823,2016-08-17
11266868,-0.1755,2016-08-17
12651634,0.1258,2016-08-17
14706015,0.0286,2016-08-17
12612979,0.062,2016-08-17
12202400,-0.006,2016-08-17
12112643,-0.0192,2016-08-17
14721707,0.0402,2016-08-17
11782738,0.0276,2016-08-17
11559695,0.0971,2016-08-17
14013015,0.0354,2016-08-17
13076581,0.0129,2016-08-17
11008079,0.0402,2016-08-17
12766672,0.0478,2016-08-17
11044018,-0.0171,2016-08-17
11663193,0.1106,2016-08-17
12518071,-0.1009,2016-08-17
12546979,0.045,2016-08-17
13039361,0.0208,2016-08-17
14182800,-0.002,2016-08-17
11663268,0.0208,2016-08-17
11078028,-0.002,2016-08-17
11559347,-0.0555,2016-08-17
11008774,-0.0367,2016-08-17
11197430,-0.0834,2016-08-17
14465223,-1.532,2016-08-17
11107837,-0.0812,2016-08-17
14698569,-0.0683,2016-08-17
11189097,-0.009,2016-08-17
12573941,-0.0481,2016-08-17
11051093,0.1848,2016-08-17
12140147,0.1106,2016-08-17
17079200,0.0853,2016-08-17
11756256,-0.1755,2016-08-17
12781721,-0.005,2016-08-17
13944542,-0.0131,2016-08-17
17128973,0.005,2016-08-17
14272535,0.0266,2016-08-17
11624052,0.0149,2016-08-17
14684461,-0.0151,2016-08-17
11109141,-0.007,2016-08-17
12560399,0.003,2016-08-17
12539420,-0.0284,2016-08-17
11544083,0.1098,2016-08-17
12110812,-0.003,2016-08-17
11551121,-0.1267,2016-08-17
11695251,0.006,2016-08-17
14397405,0.008,2016-08-17
12496877,-0.0866,2016-08-17
11869375,-0.0545,2016-08-17
10899574,0.0383,2016-08-17
13041268,0.0247,2016-08-17
11645392,0.4035,2016-08-17
12737781,0.0247,2016-08-17
12777232,0.0797,2016-08-17
11322939,-0.121,2016-08-17
14101475,-0.0661,2016-08-17
13880829,-0.0471,2016-08-17
17145664,0.0516,2016-08-17
10936105,-0.2058,2016-08-17
13967070,0.2021,2016-08-17
12220672,-0.1404,2016-08-17
11542837,-0.1936,2016-08-17
12737295,0.044,2016-08-17
12513110,0.0843,2016-08-17
10753909,0.0392,2016-08-17
11402950,-0.0921,2016-08-17
12931396,-0.0758,2016-08-17
12445501,0.0208,2016-08-17
14633102,-0.1532,2016-08-17
14710916,0.0109,2016-08-17
13835195,-0.0608,2016-08-17
12965184,0.0119,2016-08-17
14139534,0.1142,2016-08-17
11179300,0.0198,2016-08-17
13953553,-0.001,2016-08-17
14599850,0.0178,2016-08-17
14194362,0.1923,2016-08-17
11495478,0.2207,2016-08-17
14233566,0.001,2016-08-17
13031198,0.0159,2016-08-17
14328865,0.0705,2016-08-17
11690745,0.2215,2016-08-17
11113562,-0.0151,2016-08-17
11178574,-0.0192,2016-08-17
11163610,-0.0151,2016-08-17
11600276,0.1553,2016-08-17
11650425,0.0169,2016-08-17
12034743,0.077,2016-08-17
11635280,-0.1154,2016-08-17
11899300,0.007,2016-08-17
11193359,-0.0222,2016-08-17
10848655,0.0119,2016-08-17
14606759,-0.0253,2016-08-17
17193707,0.1044,2016-08-17
17233019,0.008,2016-08-17
12424466,0.1714,2016-08-17
10758502,-0.0523,2016-08-17
12990004,0.0889,2016-08-17
17216789,-0.044,2016-08-17
11459245,0.0497,2016-08-17
10894673,-0.0758,2016-08-17
17063621,0.2127,2016-08-17
10746256,0.0276,2016-08-17
17257151,-0.0182,2016-08-17
14279713,-0.0151,2016-08-17
12692674,0.0325,2016-08-18
13056626,1.13,2016-08-18
17138932,0.0305,2016-08-18
11999090,0.044,2016-08-18
14694243,-0.0492,2016-08-18
11810329,-0.0151,2016-08-18
11187543,-0.1779,2016-08-18
11780486,-0.5075,2016-08-18
11690937,0.0208,2016-08-18
14627876,-0.044,2016-08-18
12156223,0.0592,2016-08-18
11059198,0.0237,2016-08-18
14135575,0.0149,2016-08-18
10904626,-0.1335,2016-08-18
14095821,-0.0171,2016-08-18
12045480,0.0,2016-08-18
11213524,0.0535,2016-08-18
11792779,-0.0377,2016-08-18
13861440,-0.0182,2016-08-18
12026128,0.2255,2016-08-18
11608851,-0.102,2016-08-18
12693271,-0.0336,2016-08-18
12212755,-0.0192,2016-08-18
11882298,-0.1779,2016-08-18
12662284,-0.1803,2016-08-18
11744664,-0.3369,2016-08-18
11260892,0.1178,2016-08-18
14642460,-0.2705,2016-08-18
11155810,0.01,2016-08-18
17175249,-0.0954,2016-08-18
17275680,-0.0131,2016-08-18
12912722,-0.1031,2016-08-18
12194983,0.3941,2016-08-18
14478978,0.004,2016-08-18
10980698,-0.4861,2016-08-18
12028490,-0.1031,2016-08-18
11398718,-0.004,2016-08-18
12349385,1.328,2016-08-18
14628051,0.01,2016-08-18
10964092,-0.046,2016-08-18
14432574,-0.0131,2016-08-18
11056443,0.0139,2016-08-18
14658972,0.0237,2016-08-18
11998851,0.1284,2016-08-18
12688578,0.0469,2016-08-18
10728727,-0.0141,2016-08-18
17139670,0.1536,2016-08-18
12755111,0.0344,2016-08-18
12060043,-0.0566,2016-08-18
13916846,-0.0481,2016-08-18
14531018,0.0573,2016-08-18
17252516,-0.002,2016-08-18
10819694,-0.1779,2016-08-18
13916730,-0.0513,2016-08-18
11020568,-0.0305,2016-08-18
12153752,-0.0377,2016-08-18
12590067,-0.007,2016-08-18
12755947,0.0169,2016-08-18
11439396,-0.091,2016-08-18
12228927,0.1807,2016-08-18
11985086,0.0109,2016-08-18
12198380,-0.0233,2016-08-18
14606849,-0.004,2016-08-18
10865362,0.007,2016-08-18
14239726,-0.0161,2016-08-18
11188583,0.0807,2016-08-18
17250690,0.0227,2016-08-18
10759274,0.0208,2016-08-18
13067522,-0.0182,2016-08-18
13981732,-0.0222,2016-08-18
14381258,-0.0141,2016-08-18
14508501,0.0834,2016-08-18
12680341,0.0325,2016-08-18
17118297,-0.0212,2016-08-18
11748213,0.004,2016-08-18
12335479,-0.0823,2016-08-18
12880915,0.077,2016-08-18
12584884,0.009,2016-08-18
14035310,0.008,2016-08-18
13063756,0.0497,2016-08-18
17263138,0.0119,2016-08-18
14201425,-0.0161,2016-08-18
11684199,0.116,2016-08-18
14628043,-0.0111,2016-08-18
17157106,0.0825,2016-08-18
11461161,0.044,2016-08-18
11120417,0.0564,2016-08-18
10974318,-0.1301,2016-08-18
14678148,-0.004,2016-08-18
13903666,0.006,2016-08-18
11166387,-0.0222,2016-08-18
17296369,0.0469,2016-08-18
12141155,0.0834,2016-08-18
14282709,0.006,2016-08-18
14650430,0.124,2016-08-18
17112548,-0.003,2016-08-18
17081320,0.0159,2016-08-18
12646371,0.1345,2016-08-18
11999509,-0.004,2016-08-18
11504762,0.1544,2016-08-18
14282627,-0.0171,2016-08-18
13904043,0.006,2016-08-18
11483891,-0.3425,2016-08-18
12720838,-0.0182,2016-08-18
10936019,0.0315,2016-08-18
17107774,0.008,2016-08-18
13976108,0.0159,2016-08-18
11729528,-0.2824,2016-08-18
11045301,0.0411,2016-08-18
10744564,0.0266,2016-08-18
14090590,0.0129,2016-08-18
17273238,0.003,2016-08-18
11248281,-0.0481,2016-08-18
14046518,0.0266,2016-08-18
12072705,0.0649,2016-08-18
12951598,0.0469,2016-08-18
12503186,0.0695,2016-08-18
12344882,-0.1043,2016-08-18
10989880,-0.007,2016-08-18
14234036,0.0296,2016-08-18
12285361,0.077,2016-08-18
12536745,-0.0243,2016-08-18
11902863,0.0953,2016-08-18
12476955,0.2422,2016-08-18
13945511,-0.0294,2016-08-18
14474718,0.3322,2016-08-18
10751597,0.0139,2016-08-18
12174090,0.2135,2016-08-18
12205024,0.0296,2016-08-18
11002208,-0.0694,2016-08-18
14221914,0.0119,2016-08-18
10989510,0.0178,2016-08-18
17068193,1.872,2016-08-18
11134056,-0.002,2016-08-18
14378209,0.008,2016-08-18
12257656,-0.1109,2016-08-18
11135744,0.0247,2016-08-18
12093772,0.01,2016-08-18
12419442,0.076,2016-08-18
14362911,0.0159,2016-08-18
12295181,-0.004,2016-08-18
14717787,0.0286,2016-08-18
11487208,-0.0315,2016-08-18
10968356,0.0129,2016-08-18
11929797,0.0344,2016-08-18
14194180,0.0159,2016-08-18
13033904,-0.0222,2016-08-18
12611266,-0.0192,2016-08-18
11790787,0.1151,2016-08-18
14610064,0.0296,2016-08-18
12872667,-0.009,2016-08-18
12486722,-0.007,2016-08-18
12178916,0.007,2016-08-18
12795763,0.0188,2016-08-18
12392789,0.1638,2016-08-18
17104666,0.0742,2016-08-18
11624906,-0.0182,2016-08-18
14408782,0.007,2016-08-18
11442183,0.3228,2016-08-18
12843647,0.0139,2016-08-18
11249370,-0.1543,2016-08-18
17054418,0.0169,2016-08-18
14647976,0.0159,2016-08-18
14705877,0.0257,2016-08-18
12990015,0.0611,2016-08-18
12739165,-0.005,2016-08-18
12175543,0.0908,2016-08-18
17175054,0.001,2016-08-18
14722230,0.001,2016-08-18
11575640,-0.0325,2016-08-18
12927751,-0.0202,2016-08-18
14182650,0.006,2016-08-18
11531656,-0.0502,2016-08-18
12056537,0.0334,2016-08-18
12614018,0.009,2016-08-18
12920631,-0.0131,2016-08-18
12080826,-0.007,2016-08-18
13906834,-0.0253,2016-08-18
17150093,-0.0101,2016-08-18
14736532,0.3577,2016-08-18
11089543,-0.0694,2016-08-18
12532519,-0.0545,2016-08-18
11909849,0.1371,2016-08-18
11687846,0.0421,2016-08-18
14689686,-0.046,2016-08-18
10808988,0.2429,2016-08-18
12041428,-0.0141,2016-08-18
14747593,0.0257,2016-08-18
11657611,0.0723,2016-08-18
14186272,0.0592,2016-08-18
12038452,-0.1278,2016-08-18
12206766,0.0237,2016-08-18
12168766,0.0488,2016-08-18
11751882,-0.044,2016-08-18
12864959,0.0526,2016-08-18
14468661,0.0658,2016-08-18
12169648,0.0478,2016-08-18
12856390,0.0354,2016-08-18
14741234,-0.0192,2016-08-18
11094024,0.0363,2016-08-18
17220319,0.0266,2016-08-18
12370454,0.189,2016-08-18
14043944,0.0129,2016-08-18
12641951,0.0402,2016-08-18
